Pair,Delta (microHz)
27.658141-25.452422,2.205719
27.768427-25.452422,2.316005
27.799937-25.452422,2.347515
27.831448-25.452422,2.379026
27.862958-25.452422,2.410536
27.878713-25.452422,2.426291
27.894468-25.452422,2.442046
27.910223-25.452422,2.457801
27.933856-25.452422,2.481434
27.957489-25.452422,2.505067
27.981121-25.452422,2.528699
28.004754-25.452422,2.552332
28.020509-25.452422,2.568087
28.036264-25.452422,2.583842
28.052020-25.452422,2.599598
28.075652-25.452422,2.623230
28.193816-25.452422,2.741394
28.430143-25.452422,2.977721
29.265165-25.452422,3.812743
29.304553-25.452422,3.852131
29.438472-25.452422,3.986050
29.454227-25.452422,4.001805
29.469982-25.452422,4.017560
29.501492-25.452422,4.049070
29.643288-25.452422,4.190866
29.682676-25.452422,4.230254
29.745697-25.452422,4.293275
29.792962-25.452422,4.340540
29.832350-25.452422,4.379928
29.911126-25.452422,4.458704
29.934758-25.452422,4.482336
29.982024-25.452422,4.529602
29.997779-25.452422,4.545357
30.013534-25.452422,4.561112
30.029289-25.452422,4.576867
30.076555-25.452422,4.624133
30.100187-25.452422,4.647765
30.115942-25.452422,4.663520
30.139575-25.452422,4.687153
30.155330-25.452422,4.702908
30.178963-25.452422,4.726541
30.202596-25.452422,4.750174
30.249861-25.452422,4.797439
30.281371-25.452422,4.828949
30.297126-25.452422,4.844704
30.320759-25.452422,4.868337
30.352269-25.452422,4.899847
30.375902-25.452422,4.923480
30.391657-25.452422,4.939235
30.454678-25.452422,5.002256
30.501943-25.452422,5.049521
30.533453-25.452422,5.081031
30.549209-25.452422,5.096787
30.596474-25.452422,5.144052
30.627984-25.452422,5.175562
30.911577-25.452422,5.459155
30.935209-25.452422,5.482787
30.982475-25.452422,5.530053
31.037618-25.452422,5.585196
31.108516-25.452422,5.656094
31.195169-25.452422,5.742747
31.226679-25.452422,5.774257
31.266067-25.452422,5.813645
31.289700-25.452422,5.837278
31.336965-25.452422,5.884543
31.360598-25.452422,5.908176
31.384231-25.452422,5.931809
31.399986-25.452422,5.947564
31.415741-25.452422,5.963319
31.470884-25.452422,6.018462
31.533905-25.452422,6.081483
31.565415-25.452422,6.112993
31.589048-25.452422,6.136626
31.636313-25.452422,6.183891
31.707211-25.452422,6.254789
31.722966-25.452422,6.270544
31.738721-25.452422,6.286299
31.762354-25.452422,6.309932
31.793864-25.452422,6.341442
31.833252-25.452422,6.380830
31.849007-25.452422,6.396585
31.888395-25.452422,6.435973
31.912028-25.452422,6.459606
31.943538-25.452422,6.491116
31.990804-25.452422,6.538382
32.022314-25.452422,6.569892
32.053824-25.452422,6.601402
32.069579-25.452422,6.617157
32.093212-25.452422,6.640790
32.132600-25.452422,6.680178
32.148355-25.452422,6.695933
32.187743-25.452422,6.735321
32.235008-25.452422,6.782586
32.290151-25.452422,6.837729
32.313784-25.452422,6.861362
32.447702-25.452422,6.995280
32.494968-25.452422,7.042546
32.526478-25.452422,7.074056
32.557988-25.452422,7.105566
32.573744-25.452422,7.121322
32.715540-25.452422,7.263118
33.345745-25.452422,7.893323
33.377256-25.452422,7.924834
33.416643-25.452422,7.964221
33.456031-25.452422,8.003609
33.582072-25.452422,8.129650
33.660848-25.452422,8.208426
33.708113-25.452422,8.255691
33.723868-25.452422,8.271446
33.747501-25.452422,8.295079
33.771134-25.452422,8.318712
33.786889-25.452422,8.334467
33.842032-25.452422,8.389610
33.857787-25.452422,8.405365
33.873542-25.452422,8.421120
33.897175-25.452422,8.444753
33.920808-25.452422,8.468386
33.936563-25.452422,8.484141
33.968073-25.452422,8.515651
34.007461-25.452422,8.555039
34.031094-25.452422,8.578672
34.070481-25.452422,8.618059
34.101992-25.452422,8.649570
34.117747-25.452422,8.665325
34.141380-25.452422,8.688958
34.157135-25.452422,8.704713
34.204400-25.452422,8.751978
34.228033-25.452422,8.775611
34.259543-25.452422,8.807121
34.275298-25.452422,8.822876
34.306809-25.452422,8.854387
34.330441-25.452422,8.878019
34.354074-25.452422,8.901652
34.401339-25.452422,8.948917
34.417094-25.452422,8.964672
34.456482-25.452422,9.004060
34.480115-25.452422,9.027693
34.495870-25.452422,9.043448
34.535258-25.452422,9.082836
34.606156-25.452422,9.153734
34.645544-25.452422,9.193122
35.055177-25.452422,9.602755
35.133953-25.452422,9.681531
35.157586-25.452422,9.705164
35.212729-25.452422,9.760307
35.228484-25.452422,9.776062
35.259994-25.452422,9.807572
35.291505-25.452422,9.839083
35.330892-25.452422,9.878470
35.354525-25.452422,9.902103
35.370280-25.452422,9.917858
35.393913-25.452422,9.941491
35.417546-25.452422,9.965124
35.433301-25.452422,9.980879
35.480566-25.452422,10.028144
35.519954-25.452422,10.067532
35.535709-25.452422,10.083287
35.575097-25.452422,10.122675
35.606607-25.452422,10.154185
35.638118-25.452422,10.185696
35.685383-25.452422,10.232961
35.740526-25.452422,10.288104
35.795669-25.452422,10.343247
35.819302-25.452422,10.366880
35.890200-25.452422,10.437778
35.921710-25.452422,10.469288
35.937465-25.452422,10.485043
35.953220-25.452422,10.500798
35.992608-25.452422,10.540186
36.016241-25.452422,10.563819
36.031996-25.452422,10.579574
36.047751-25.452422,10.595329
36.063506-25.452422,10.611084
36.079261-25.452422,10.626839
36.095016-25.452422,10.642594
36.118649-25.452422,10.666227
36.142282-25.452422,10.689860
36.173792-25.452422,10.721370
36.197425-25.452422,10.745003
36.228935-25.452422,10.776513
36.252568-25.452422,10.800146
36.268323-25.452422,10.815901
36.323466-25.452422,10.871044
36.394364-25.452422,10.941942
37.914735-25.452422,12.462313
37.977755-25.452422,12.525333
38.040776-25.452422,12.588354
38.064408-25.452422,12.611986
38.111674-25.452422,12.659252
38.158939-25.452422,12.706517
38.190450-25.452422,12.738028
38.206205-25.452422,12.753783
38.245593-25.452422,12.793171
38.269225-25.452422,12.816803
38.308613-25.452422,12.856191
38.324368-25.452422,12.871946
38.340123-25.452422,12.887701
38.355878-25.452422,12.903456
38.379511-25.452422,12.927089
38.395266-25.452422,12.942844
38.426777-25.452422,12.974355
38.466164-25.452422,13.013742
38.497675-25.452422,13.045253
38.615838-25.452422,13.163416
38.631593-25.452422,13.179171
38.663104-25.452422,13.210682
38.718247-25.452422,13.265825
38.773390-25.452422,13.320968
38.875798-25.452422,13.423376
38.899431-25.452422,13.447009
38.970329-25.452422,13.517907
39.238166-25.452422,13.785744
39.324819-25.452422,13.872397
39.348452-25.452422,13.896030
39.450860-25.452422,13.998438
39.608412-25.452422,14.155990
39.671432-25.452422,14.219010
39.718698-25.452422,14.266276
39.742330-25.452422,14.289908
39.797473-25.452422,14.345051
39.836861-25.452422,14.384439
39.923514-25.452422,14.471092
39.986535-25.452422,14.534113
40.025923-25.452422,14.573501
40.041678-25.452422,14.589256
40.057433-25.452422,14.605011
40.112576-25.452422,14.660154
40.128331-25.452422,14.675909
40.183474-25.452422,14.731052
40.230740-25.452422,14.778318
40.254372-25.452422,14.801950
40.270127-25.452422,14.817705
40.301638-25.452422,14.849216
40.348903-25.452422,14.896481
40.388291-25.452422,14.935869
40.419801-25.452422,14.967379
40.435556-25.452422,14.983134
40.608863-25.452422,15.156441
40.750659-25.452422,15.298237
42.302540-25.452422,16.850118
42.349805-25.452422,16.897383
42.365561-25.452422,16.913139
42.404948-25.452422,16.952526
42.444336-25.452422,16.991914
42.460091-25.452422,17.007669
42.491602-25.452422,17.039180
42.562500-25.452422,17.110078
42.586132-25.452422,17.133710
42.814582-25.452422,17.362160
42.861847-25.452422,17.409425
43.050909-25.452422,17.598487
43.838666-25.452422,18.386244
43.996217-25.452422,18.543795
44.130136-25.452422,18.677714
44.145891-25.452422,18.693469
44.169524-25.452422,18.717102
44.248299-25.452422,18.795877
44.516137-25.452422,19.063715
46.776999-25.452422,21.324577
25.617851-25.523320,0.094531
25.743892-25.523320,0.220572
25.767525-25.523320,0.244205
25.806913-25.523320,0.283593
25.877811-25.523320,0.354491
25.893566-25.523320,0.370246
25.948709-25.523320,0.425389
25.995974-25.523320,0.472654
26.035362-25.523320,0.512042
26.051117-25.523320,0.527797
26.066872-25.523320,0.543552
26.114138-25.523320,0.590818
26.137771-25.523320,0.614451
26.177158-25.523320,0.653838
26.192914-25.523320,0.669594
26.248056-25.523320,0.724736
26.578914-25.523320,1.055594
27.043691-25.523320,1.520371
27.083079-25.523320,1.559759
27.114589-25.523320,1.591269
27.161854-25.523320,1.638534
27.201242-25.523320,1.677922
27.232752-25.523320,1.709432
27.264263-25.523320,1.740943
27.287895-25.523320,1.764575
27.303651-25.523320,1.780331
27.319406-25.523320,1.796086
27.343038-25.523320,1.819718
27.358794-25.523320,1.835474
27.382426-25.523320,1.859106
27.437569-25.523320,1.914249
27.476957-25.523320,1.953637
27.508467-25.523320,1.985147
27.602998-25.523320,2.079678
27.618753-25.523320,2.095433
27.642386-25.523320,2.119066
27.658141-25.523320,2.134821
27.768427-25.523320,2.245107
27.799937-25.523320,2.276617
27.831448-25.523320,2.308128
27.862958-25.523320,2.339638
27.878713-25.523320,2.355393
27.894468-25.523320,2.371148
27.910223-25.523320,2.386903
27.933856-25.523320,2.410536
27.957489-25.523320,2.434169
27.981121-25.523320,2.457801
28.004754-25.523320,2.481434
28.020509-25.523320,2.497189
28.036264-25.523320,2.512944
28.052020-25.523320,2.528700
28.075652-25.523320,2.552332
28.193816-25.523320,2.670496
28.430143-25.523320,2.906823
29.265165-25.523320,3.741845
29.304553-25.523320,3.781233
29.438472-25.523320,3.915152
29.454227-25.523320,3.930907
29.469982-25.523320,3.946662
29.501492-25.523320,3.978172
29.643288-25.523320,4.119968
29.682676-25.523320,4.159356
29.745697-25.523320,4.222377
29.792962-25.523320,4.269642
29.832350-25.523320,4.309030
29.911126-25.523320,4.387806
29.934758-25.523320,4.411438
29.982024-25.523320,4.458704
29.997779-25.523320,4.474459
30.013534-25.523320,4.490214
30.029289-25.523320,4.505969
30.076555-25.523320,4.553235
30.100187-25.523320,4.576867
30.115942-25.523320,4.592622
30.139575-25.523320,4.616255
30.155330-25.523320,4.632010
30.178963-25.523320,4.655643
30.202596-25.523320,4.679276
30.249861-25.523320,4.726541
30.281371-25.523320,4.758051
30.297126-25.523320,4.773806
30.320759-25.523320,4.797439
30.352269-25.523320,4.828949
30.375902-25.523320,4.852582
30.391657-25.523320,4.868337
30.454678-25.523320,4.931358
30.501943-25.523320,4.978623
30.533453-25.523320,5.010133
30.549209-25.523320,5.025889
30.596474-25.523320,5.073154
30.627984-25.523320,5.104664
30.911577-25.523320,5.388257
30.935209-25.523320,5.411889
30.982475-25.523320,5.459155
31.037618-25.523320,5.514298
31.108516-25.523320,5.585196
31.195169-25.523320,5.671849
31.226679-25.523320,5.703359
31.266067-25.523320,5.742747
31.289700-25.523320,5.766380
31.336965-25.523320,5.813645
31.360598-25.523320,5.837278
31.384231-25.523320,5.860911
31.399986-25.523320,5.876666
31.415741-25.523320,5.892421
31.470884-25.523320,5.947564
31.533905-25.523320,6.010585
31.565415-25.523320,6.042095
31.589048-25.523320,6.065728
31.636313-25.523320,6.112993
31.707211-25.523320,6.183891
31.722966-25.523320,6.199646
31.738721-25.523320,6.215401
31.762354-25.523320,6.239034
31.793864-25.523320,6.270544
31.833252-25.523320,6.309932
31.849007-25.523320,6.325687
31.888395-25.523320,6.365075
31.912028-25.523320,6.388708
31.943538-25.523320,6.420218
31.990804-25.523320,6.467484
32.022314-25.523320,6.498994
32.053824-25.523320,6.530504
32.069579-25.523320,6.546259
32.093212-25.523320,6.569892
32.132600-25.523320,6.609280
32.148355-25.523320,6.625035
32.187743-25.523320,6.664423
32.235008-25.523320,6.711688
32.290151-25.523320,6.766831
32.313784-25.523320,6.790464
32.447702-25.523320,6.924382
32.494968-25.523320,6.971648
32.526478-25.523320,7.003158
32.557988-25.523320,7.034668
32.573744-25.523320,7.050424
32.715540-25.523320,7.192220
33.345745-25.523320,7.822425
33.377256-25.523320,7.853936
33.416643-25.523320,7.893323
33.456031-25.523320,7.932711
33.582072-25.523320,8.058752
33.660848-25.523320,8.137528
33.708113-25.523320,8.184793
33.723868-25.523320,8.200548
33.747501-25.523320,8.224181
33.771134-25.523320,8.247814
33.786889-25.523320,8.263569
33.842032-25.523320,8.318712
33.857787-25.523320,8.334467
33.873542-25.523320,8.350222
33.897175-25.523320,8.373855
33.920808-25.523320,8.397488
33.936563-25.523320,8.413243
33.968073-25.523320,8.444753
34.007461-25.523320,8.484141
34.031094-25.523320,8.507774
34.070481-25.523320,8.547161
34.101992-25.523320,8.578672
34.117747-25.523320,8.594427
34.141380-25.523320,8.618060
34.157135-25.523320,8.633815
34.204400-25.523320,8.681080
34.228033-25.523320,8.704713
34.259543-25.523320,8.736223
34.275298-25.523320,8.751978
34.306809-25.523320,8.783489
34.330441-25.523320,8.807121
34.354074-25.523320,8.830754
34.401339-25.523320,8.878019
34.417094-25.523320,8.893774
34.456482-25.523320,8.933162
34.480115-25.523320,8.956795
34.495870-25.523320,8.972550
34.535258-25.523320,9.011938
34.606156-25.523320,9.082836
34.645544-25.523320,9.122224
35.055177-25.523320,9.531857
35.133953-25.523320,9.610633
35.157586-25.523320,9.634266
35.212729-25.523320,9.689409
35.228484-25.523320,9.705164
35.259994-25.523320,9.736674
35.291505-25.523320,9.768185
35.330892-25.523320,9.807572
35.354525-25.523320,9.831205
35.370280-25.523320,9.846960
35.393913-25.523320,9.870593
35.417546-25.523320,9.894226
35.433301-25.523320,9.909981
35.480566-25.523320,9.957246
35.519954-25.523320,9.996634
35.535709-25.523320,10.012389
35.575097-25.523320,10.051777
35.606607-25.523320,10.083287
35.638118-25.523320,10.114798
35.685383-25.523320,10.162063
35.740526-25.523320,10.217206
35.795669-25.523320,10.272349
35.819302-25.523320,10.295982
35.890200-25.523320,10.366880
35.921710-25.523320,10.398390
35.937465-25.523320,10.414145
35.953220-25.523320,10.429900
35.992608-25.523320,10.469288
36.016241-25.523320,10.492921
36.031996-25.523320,10.508676
36.047751-25.523320,10.524431
36.063506-25.523320,10.540186
36.079261-25.523320,10.555941
36.095016-25.523320,10.571696
36.118649-25.523320,10.595329
36.142282-25.523320,10.618962
36.173792-25.523320,10.650472
36.197425-25.523320,10.674105
36.228935-25.523320,10.705615
36.252568-25.523320,10.729248
36.268323-25.523320,10.745003
36.323466-25.523320,10.800146
36.394364-25.523320,10.871044
37.914735-25.523320,12.391415
37.977755-25.523320,12.454435
38.040776-25.523320,12.517456
38.064408-25.523320,12.541088
38.111674-25.523320,12.588354
38.158939-25.523320,12.635619
38.190450-25.523320,12.667130
38.206205-25.523320,12.682885
38.245593-25.523320,12.722273
38.269225-25.523320,12.745905
38.308613-25.523320,12.785293
38.324368-25.523320,12.801048
38.340123-25.523320,12.816803
38.355878-25.523320,12.832558
38.379511-25.523320,12.856191
38.395266-25.523320,12.871946
38.426777-25.523320,12.903457
38.466164-25.523320,12.942844
38.497675-25.523320,12.974355
38.615838-25.523320,13.092518
38.631593-25.523320,13.108273
38.663104-25.523320,13.139784
38.718247-25.523320,13.194927
38.773390-25.523320,13.250070
38.875798-25.523320,13.352478
38.899431-25.523320,13.376111
38.970329-25.523320,13.447009
39.238166-25.523320,13.714846
39.324819-25.523320,13.801499
39.348452-25.523320,13.825132
39.450860-25.523320,13.927540
39.608412-25.523320,14.085092
39.671432-25.523320,14.148112
39.718698-25.523320,14.195378
39.742330-25.523320,14.219010
39.797473-25.523320,14.274153
39.836861-25.523320,14.313541
39.923514-25.523320,14.400194
39.986535-25.523320,14.463215
40.025923-25.523320,14.502603
40.041678-25.523320,14.518358
40.057433-25.523320,14.534113
40.112576-25.523320,14.589256
40.128331-25.523320,14.605011
40.183474-25.523320,14.660154
40.230740-25.523320,14.707420
40.254372-25.523320,14.731052
40.270127-25.523320,14.746807
40.301638-25.523320,14.778318
40.348903-25.523320,14.825583
40.388291-25.523320,14.864971
40.419801-25.523320,14.896481
40.435556-25.523320,14.912236
40.608863-25.523320,15.085543
40.750659-25.523320,15.227339
42.302540-25.523320,16.779220
42.349805-25.523320,16.826485
42.365561-25.523320,16.842241
42.404948-25.523320,16.881628
42.444336-25.523320,16.921016
42.460091-25.523320,16.936771
42.491602-25.523320,16.968282
42.562500-25.523320,17.039180
42.586132-25.523320,17.062812
42.814582-25.523320,17.291262
42.861847-25.523320,17.338527
43.050909-25.523320,17.527589
43.838666-25.523320,18.315346
43.996217-25.523320,18.472897
44.130136-25.523320,18.606816
44.145891-25.523320,18.622571
44.169524-25.523320,18.646204
44.248299-25.523320,18.724979
44.516137-25.523320,18.992817
46.776999-25.523320,21.253679
25.743892-25.617851,0.126041
25.767525-25.617851,0.149674
25.806913-25.617851,0.189062
25.877811-25.617851,0.259960
25.893566-25.617851,0.275715
25.948709-25.617851,0.330858
25.995974-25.617851,0.378123
26.035362-25.617851,0.417511
26.051117-25.617851,0.433266
26.066872-25.617851,0.449021
26.114138-25.617851,0.496287
26.137771-25.617851,0.519920
26.177158-25.617851,0.559307
26.192914-25.617851,0.575063
26.248056-25.617851,0.630205
26.578914-25.617851,0.961063
27.043691-25.617851,1.425840
27.083079-25.617851,1.465228
27.114589-25.617851,1.496738
27.161854-25.617851,1.544003
27.201242-25.617851,1.583391
27.232752-25.617851,1.614901
27.264263-25.617851,1.646412
27.287895-25.617851,1.670044
27.303651-25.617851,1.685800
27.319406-25.617851,1.701555
27.343038-25.617851,1.725187
27.358794-25.617851,1.740943
27.382426-25.617851,1.764575
27.437569-25.617851,1.819718
27.476957-25.617851,1.859106
27.508467-25.617851,1.890616
27.602998-25.617851,1.985147
27.618753-25.617851,2.000902
27.642386-25.617851,2.024535
27.658141-25.617851,2.040290
27.768427-25.617851,2.150576
27.799937-25.617851,2.182086
27.831448-25.617851,2.213597
27.862958-25.617851,2.245107
27.878713-25.617851,2.260862
27.894468-25.617851,2.276617
27.910223-25.617851,2.292372
27.933856-25.617851,2.316005
27.957489-25.617851,2.339638
27.981121-25.617851,2.363270
28.004754-25.617851,2.386903
28.020509-25.617851,2.402658
