Pair,Delta (microHz)
239.383540-180.238760,59.144780
239.430800-180.238760,59.192040
239.454430-180.238760,59.215670
239.470190-180.238760,59.231430
239.485940-180.238760,59.247180
239.509580-180.238760,59.270820
239.745900-180.238760,59.507140
241.345050-180.238760,61.106290
241.376560-180.238760,61.137800
241.400190-180.238760,61.161430
241.471090-180.238760,61.232330
241.486850-180.238760,61.248090
241.502600-180.238760,61.263840
241.518360-180.238760,61.279600
241.534110-180.238760,61.295350
241.565620-180.238760,61.326860
241.589250-180.238760,61.350490
241.620760-180.238760,61.382000
241.660150-180.238760,61.421390
241.731050-180.238760,61.492290
241.754680-180.238760,61.515920
241.770440-180.238760,61.531680
241.801950-180.238760,61.563190
241.935870-180.238760,61.697110
243.408970-180.238760,63.170210
245.433510-180.238760,65.194750
246.040080-180.238760,65.801320
246.071590-180.238760,65.832830
246.118860-180.238760,65.880100
246.158240-180.238760,65.919480
246.252770-180.238760,66.014010
246.268530-180.238760,66.029770
246.292160-180.238760,66.053400
246.331550-180.238760,66.092790
246.386690-180.238760,66.147930
246.418200-180.238760,66.179440
246.433960-180.238760,66.195200
246.489100-180.238760,66.250340
246.512730-180.238760,66.273970
246.544240-180.238760,66.305480
246.575760-180.238760,66.337000
246.591510-180.238760,66.352750
246.615140-180.238760,66.376380
246.638780-180.238760,66.400020
246.654530-180.238760,66.415770
246.693920-180.238760,66.455160
246.717550-180.238760,66.478790
246.741180-180.238760,66.502420
246.772690-180.238760,66.533930
246.804200-180.238760,66.565440
246.835710-180.238760,66.596950
246.851470-180.238760,66.612710
246.914490-180.238760,66.675730
247.891310-180.238760,67.652550
247.985840-180.238760,67.747080
248.009470-180.238760,67.770710
248.119760-180.238760,67.881000
248.159150-180.238760,67.920390
248.198530-180.238760,67.959770
248.245800-180.238760,68.007040
248.261550-180.238760,68.022790
248.277310-180.238760,68.038550
248.300940-180.238760,68.062180
248.316700-180.238760,68.077940
248.340330-180.238760,68.101570
248.363960-180.238760,68.125200
248.379720-180.238760,68.140960
248.403350-180.238760,68.164590
248.442740-180.238760,68.203980
248.466370-180.238760,68.227610
248.497880-180.238760,68.259120
248.521510-180.238760,68.282750
248.576660-180.238760,68.337900
248.592410-180.238760,68.353650
248.679070-180.238760,68.440310
251.002950-180.238760,70.764190
251.042340-180.238760,70.803580
251.065970-180.238760,70.827210
255.516790-180.238760,75.278030
255.556180-180.238760,75.317420
255.603450-180.238760,75.364690
255.627080-180.238760,75.388320
255.682220-180.238760,75.443460
255.705860-180.238760,75.467100
255.729490-180.238760,75.490730
255.761000-180.238760,75.522240
255.855530-180.238760,75.616770
255.887040-180.238760,75.648280
255.926430-180.238760,75.687670
255.942180-180.238760,75.703420
257.848550-180.238760,77.609790
257.872190-180.238760,77.633430
257.958840-180.238760,77.720080
257.974600-180.238760,77.735840
257.998230-180.238760,77.759470
258.037620-180.238760,77.798860
258.061250-180.238760,77.822490
258.092760-180.238760,77.854000
258.124270-180.238760,77.885510
258.140020-180.238760,77.901260
258.163660-180.238760,77.924900
258.179410-180.238760,77.940650
258.195170-180.238760,77.956410
258.376350-180.238760,78.137590
258.415740-180.238760,78.176980
258.455130-180.238760,78.216370
262.094560-180.238760,81.855800
263.536160-180.238760,83.297400
263.654320-180.238760,83.415560
263.693710-180.238760,83.454950
263.717340-180.238760,83.478580
263.740980-180.238760,83.502220
263.764610-180.238760,83.525850
263.835510-180.238760,83.596750
263.851260-180.238760,83.612500
263.898530-180.238760,83.659770
263.961550-180.238760,83.722790
264.103340-180.238760,83.864580
265.426780-180.238760,85.188020
265.450410-180.238760,85.211650
265.474040-180.238760,85.235280
265.513430-180.238760,85.274670
265.537060-180.238760,85.298300
265.568570-180.238760,85.329810
265.592200-180.238760,85.353440
265.623710-180.238760,85.384950
265.639470-180.238760,85.400710
265.670980-180.238760,85.432220
265.718250-180.238760,85.479490
265.734000-180.238760,85.495240
265.773390-180.238760,85.534630
265.789140-180.238760,85.550380
266.017590-180.238760,85.778830
267.719150-180.238760,87.480390
268.042130-180.238760,87.803370
268.223310-180.238760,87.984550
268.246940-180.238760,88.008180
268.278450-180.238760,88.039690
268.294210-180.238760,88.055450
268.648700-180.238760,88.409940
273.327980-180.238760,93.089220
273.343730-180.238760,93.104970
273.391000-180.238760,93.152240
273.414630-180.238760,93.175870
273.438260-180.238760,93.199500
273.461890-180.238760,93.223130
273.477650-180.238760,93.238890
273.493400-180.238760,93.254640
275.809410-180.238760,95.570650
275.856680-180.238760,95.617920
275.872430-180.238760,95.633670
275.911820-180.238760,95.673060
275.998470-180.238760,95.759710
276.242680-180.238760,96.003920
279.070720-180.238760,98.831960
280.110560-180.238760,99.871800
281.205540-180.238760,100.966780
281.528520-180.238760,101.289760
281.575790-180.238760,101.337030
283.151300-180.238760,102.912540
283.167060-180.238760,102.928300
188.470810-186.800770,1.670040
188.557470-186.800770,1.756700
188.636240-186.800770,1.835470
190.487470-186.800770,3.686700
190.511100-186.800770,3.710330
195.103730-186.800770,8.302960
196.631970-186.800770,9.831200
196.758020-186.800770,9.957250
196.821040-186.800770,10.020270
196.836790-186.800770,10.036020
196.884060-186.800770,10.083290
202.941910-186.800770,16.141140
205.187010-186.800770,18.386240
205.202770-186.800770,18.402000
205.218520-186.800770,18.417750
205.242160-186.800770,18.441390
205.273670-186.800770,18.472900
205.352440-186.800770,18.551670
207.117020-186.800770,20.316250
207.321830-186.800770,20.521060
207.353340-186.800770,20.552570
207.416360-186.800770,20.615590
211.544210-186.800770,24.743440
211.575720-186.800770,24.774950
211.717520-186.800770,24.916750
211.843560-186.800770,25.042790
211.922330-186.800770,25.121560
212.142910-186.800770,25.342140
212.158660-186.800770,25.357890
213.009440-186.800770,26.208670
213.789320-186.800770,26.988550
213.828710-186.800770,27.027940
213.852340-186.800770,27.051570
213.868090-186.800770,27.067320
213.891730-186.800770,27.090960
213.923240-186.800770,27.122470
213.954750-186.800770,27.153980
213.970500-186.800770,27.169730
213.986260-186.800770,27.185490
214.002010-186.800770,27.201240
214.198950-186.800770,27.398180
216.325890-186.800770,29.525120
218.287410-186.800770,31.486640
218.303160-186.800770,31.502390
219.602960-186.800770,32.802190
221.509330-186.800770,34.708560
221.627500-186.800770,34.826730
221.651130-186.800770,34.850360
221.674760-186.800770,34.873990
221.698400-186.800770,34.897630
221.722030-186.800770,34.921260
221.737780-186.800770,34.937010
221.761420-186.800770,34.960650
221.792930-186.800770,34.992160
221.934720-186.800770,35.133950
222.013500-186.800770,35.212730
223.407830-186.800770,36.607060
223.431460-186.800770,36.630690
223.494480-186.800770,36.693710
223.518110-186.800770,36.717340
223.533870-186.800770,36.733100
223.557500-186.800770,36.756730
223.573260-186.800770,36.772490
223.596890-186.800770,36.796120
223.628400-186.800770,36.827630
223.675670-186.800770,36.874900
223.730810-186.800770,36.930040
223.746560-186.800770,36.945790
227.086650-186.800770,40.285880
227.110280-186.800770,40.309510
228.930000-186.800770,42.129230
228.961510-186.800770,42.160740
229.040290-186.800770,42.239520
229.079680-186.800770,42.278910
229.095430-186.800770,42.294660
229.126940-186.800770,42.326170
229.182090-186.800770,42.381320
229.205720-186.800770,42.404950
229.229350-186.800770,42.428580
229.245110-186.800770,42.444340
229.379020-186.800770,42.578250
231.025440-186.800770,44.224670
231.049070-186.800770,44.248300
231.080580-186.800770,44.279810
231.104210-186.800770,44.303440
231.119970-186.800770,44.319200
231.143600-186.800770,44.342830
231.182990-186.800770,44.382220
231.206620-186.800770,44.405850
231.222380-186.800770,44.421610
231.246010-186.800770,44.445240
231.269640-186.800770,44.468870
231.316910-186.800770,44.516140
231.332660-186.800770,44.531890
231.348420-186.800770,44.547650
231.372050-186.800770,44.571280
235.594430-186.800770,48.793660
235.775610-186.800770,48.974840
235.799240-186.800770,48.998470
236.019810-186.800770,49.219040
239.123580-186.800770,52.322810
239.139330-186.800770,52.338560
239.162960-186.800770,52.362190
239.194470-186.800770,52.393700
239.233860-186.800770,52.433090
239.257490-186.800770,52.456720
239.281130-186.800770,52.480360
239.304760-186.800770,52.503990
239.336270-186.800770,52.535500
239.359900-186.800770,52.559130
239.383540-186.800770,52.582770
239.430800-186.800770,52.630030
239.454430-186.800770,52.653660
239.470190-186.800770,52.669420
239.485940-186.800770,52.685170
239.509580-186.800770,52.708810
239.745900-186.800770,52.945130
241.345050-186.800770,54.544280
241.376560-186.800770,54.575790
241.400190-186.800770,54.599420
241.471090-186.800770,54.670320
241.486850-186.800770,54.686080
241.502600-186.800770,54.701830
241.518360-186.800770,54.717590
241.534110-186.800770,54.733340
241.565620-186.800770,54.764850
241.589250-186.800770,54.788480
241.620760-186.800770,54.819990
241.660150-186.800770,54.859380
241.731050-186.800770,54.930280
241.754680-186.800770,54.953910
241.770440-186.800770,54.969670
241.801950-186.800770,55.001180
241.935870-186.800770,55.135100
243.408970-186.800770,56.608200
245.433510-186.800770,58.632740
246.040080-186.800770,59.239310
246.071590-186.800770,59.270820
246.118860-186.800770,59.318090
246.158240-186.800770,59.357470
246.252770-186.800770,59.452000
246.268530-186.800770,59.467760
246.292160-186.800770,59.491390
246.331550-186.800770,59.530780
246.386690-186.800770,59.585920
246.418200-186.800770,59.617430
246.433960-186.800770,59.633190
246.489100-186.800770,59.688330
246.512730-186.800770,59.711960
246.544240-186.800770,59.743470
246.575760-186.800770,59.774990
246.591510-186.800770,59.790740
246.615140-186.800770,59.814370
246.638780-186.800770,59.838010
246.654530-186.800770,59.853760
246.693920-186.800770,59.893150
246.717550-186.800770,59.916780
246.741180-186.800770,59.940410
246.772690-186.800770,59.971920
246.804200-186.800770,60.003430
246.835710-186.800770,60.034940
246.851470-186.800770,60.050700
246.914490-186.800770,60.113720
247.891310-186.800770,61.090540
247.985840-186.800770,61.185070
248.009470-186.800770,61.208700
248.119760-186.800770,61.318990
248.159150-186.800770,61.358380
248.198530-186.800770,61.397760
248.245800-186.800770,61.445030
248.261550-186.800770,61.460780
248.277310-186.800770,61.476540
248.300940-186.800770,61.500170
248.316700-186.800770,61.515930
248.340330-186.800770,61.539560
248.363960-186.800770,61.563190
248.379720-186.800770,61.578950
248.403350-186.800770,61.602580
248.442740-186.800770,61.641970
248.466370-186.800770,61.665600
248.497880-186.800770,61.697110
248.521510-186.800770,61.720740
248.576660-186.800770,61.775890
248.592410-186.800770,61.791640
248.679070-186.800770,61.878300
251.002950-186.800770,64.202180
251.042340-186.800770,64.241570
251.065970-186.800770,64.265200
255.516790-186.800770,68.716020
255.556180-186.800770,68.755410
255.603450-186.800770,68.802680
255.627080-186.800770,68.826310
255.682220-186.800770,68.881450
255.705860-186.800770,68.905090
255.729490-186.800770,68.928720
255.761000-186.800770,68.960230
255.855530-186.800770,69.054760
255.887040-186.800770,69.086270
255.926430-186.800770,69.125660
255.942180-186.800770,69.141410
257.848550-186.800770,71.047780
257.872190-186.800770,71.071420
257.958840-186.800770,71.158070
257.974600-186.800770,71.173830
257.998230-186.800770,71.197460
258.037620-186.800770,71.236850
258.061250-186.800770,71.260480
258.092760-186.800770,71.291990
258.124270-186.800770,71.323500
258.140020-186.800770,71.339250
258.163660-186.800770,71.362890
258.179410-186.800770,71.378640
258.195170-186.800770,71.394400
258.376350-186.800770,71.575580
258.415740-186.800770,71.614970
258.455130-186.800770,71.654360
262.094560-186.800770,75.293790
263.536160-186.800770,76.735390
263.654320-186.800770,76.853550
263.693710-186.800770,76.892940
263.717340-186.800770,76.916570
263.740980-186.800770,76.940210
263.764610-186.800770,76.963840
263.835510-186.800770,77.034740
263.851260-186.800770,77.050490
263.898530-186.800770,77.097760
263.961550-186.800770,77.160780
264.103340-186.800770,77.302570
265.426780-186.800770,78.626010
265.450410-186.800770,78.649640
265.474040-186.800770,78.673270
265.513430-186.800770,78.712660
265.537060-186.800770,78.736290
265.568570-186.800770,78.767800
265.592200-186.800770,78.791430
265.623710-186.800770,78.822940
265.639470-186.800770,78.838700
265.670980-186.800770,78.870210
265.718250-186.800770,78.917480
265.734000-186.800770,78.933230
265.773390-186.800770,78.972620
265.789140-186.800770,78.988370
266.017590-186.800770,79.216820
267.719150-186.800770,80.918380
268.042130-186.800770,81.241360
268.223310-186.800770,81.422540
268.246940-186.800770,81.446170
268.278450-186.800770,81.477680
268.294210-186.800770,81.493440
268.648700-186.800770,81.847930
273.327980-186.800770,86.527210
273.343730-186.800770,86.542960
273.391000-186.800770,86.590230
273.414630-186.800770,86.613860
273.438260-186.800770,86.637490
273.461890-186.800770,86.661120
273.477650-186.800770,86.676880
273.493400-186.800770,86.692630
275.809410-186.800770,89.008640
275.856680-186.800770,89.055910
275.872430-186.800770,89.071660
275.911820-186.800770,89.111050
275.998470-186.800770,89.197700
276.242680-186.800770,89.441910
279.070720-186.800770,92.269950
280.110560-186.800770,93.309790
281.205540-186.800770,94.404770
281.528520-186.800770,94.727750
281.575790-186.800770,94.775020
283.151300-186.800770,96.350530
283.167060-186.800770,96.366290
188.557470-188.470810,0.086660
188.636240-188.470810,0.165430
190.487470-188.470810,2.016660
190.511100-188.470810,2.040290
195.103730-188.470810,6.632920
196.631970-188.470810,8.161160
196.758020-188.470810,8.287210
196.821040-188.470810,8.350230
196.836790-188.470810,8.365980
196.884060-188.470810,8.413250
202.941910-188.470810,14.471100
205.187010-188.470810,16.716200
205.202770-188.470810,16.731960
205.218520-188.470810,16.747710
205.242160-188.470810,16.771350
205.273670-188.470810,16.802860
205.352440-188.470810,16.881630
207.117020-188.470810,18.646210
207.321830-188.470810,18.851020
207.353340-188.470810,18.882530
207.416360-188.470810,18.945550
211.544210-188.470810,23.073400
211.575720-188.470810,23.104910
211.717520-188.470810,23.246710
211.843560-188.470810,23.372750
211.922330-188.470810,23.451520
212.142910-188.470810,23.672100
212.158660-188.470810,23.687850
213.009440-188.470810,24.538630
213.789320-188.470810,25.318510
213.828710-188.470810,25.357900
213.852340-188.470810,25.381530
213.868090-188.470810,25.397280
213.891730-188.470810,25.420920
213.923240-188.470810,25.452430
213.954750-188.470810,25.483940
213.970500-188.470810,25.499690
213.986260-188.470810,25.515450
214.002010-188.470810,25.531200
214.198950-188.470810,25.728140
216.325890-188.470810,27.855080
218.287410-188.470810,29.816600
218.303160-188.470810,29.832350
219.602960-188.470810,31.132150
221.509330-188.470810,33.038520
221.627500-188.470810,33.156690
221.651130-188.470810,33.180320
221.674760-188.470810,33.203950
221.698400-188.470810,33.227590
221.722030-188.470810,33.251220
221.737780-188.470810,33.266970
221.761420-188.470810,33.290610
221.792930-188.470810,33.322120
221.934720-188.470810,33.463910
222.013500-188.470810,33.542690
223.407830-188.470810,34.937020
223.431460-188.470810,34.960650
223.494480-188.470810,35.023670
223.518110-188.470810,35.047300
223.533870-188.470810,35.063060
223.557500-188.470810,35.086690
223.573260-188.470810,35.102450
223.596890-188.470810,35.126080
223.628400-188.470810,35.157590
223.675670-188.470810,35.204860
223.730810-188.470810,35.260000
223.746560-188.470810,35.275750
227.086650-188.470810,38.615840
227.110280-188.470810,38.639470
228.930000-188.470810,40.459190
228.961510-188.470810,40.490700
229.040290-188.470810,40.569480
229.079680-188.470810,40.608870
229.095430-188.470810,40.624620
229.126940-188.470810,40.656130
229.182090-188.470810,40.711280
229.205720-188.470810,40.734910
229.229350-188.470810,40.758540
229.245110-188.470810,40.774300
229.379020-188.470810,40.908210
231.025440-188.470810,42.554630
231.049070-188.470810,42.578260
231.080580-188.470810,42.609770
231.104210-188.470810,42.633400
231.119970-188.470810,42.649160
231.143600-188.470810,42.672790
231.182990-188.470810,42.712180
231.206620-188.470810,42.735810
231.222380-188.470810,42.751570
231.246010-188.470810,42.775200
231.269640-188.470810,42.798830
231.316910-188.470810,42.846100
231.332660-188.470810,42.861850
231.348420-188.470810,42.877610
231.372050-188.470810,42.901240
235.594430-188.470810,47.123620
235.775610-188.470810,47.304800
235.799240-188.470810,47.328430
236.019810-188.470810,47.549000
239.123580-188.470810,50.652770
239.139330-188.470810,50.668520
239.162960-188.470810,50.692150
239.194470-188.470810,50.723660
239.233860-188.470810,50.763050
239.257490-188.470810,50.786680
239.281130-188.470810,50.810320
239.304760-188.470810,50.833950
239.336270-188.470810,50.865460
239.359900-188.470810,50.889090
239.383540-188.470810,50.912730
239.430800-188.470810,50.959990
239.454430-188.470810,50.983620
239.470190-188.470810,50.999380
239.485940-188.470810,51.015130
239.509580-188.470810,51.038770
239.745900-188.470810,51.275090
241.345050-188.470810,52.874240
241.376560-188.470810,52.905750
241.400190-188.470810,52.929380
241.471090-188.470810,53.000280
241.486850-188.470810,53.016040
241.502600-188.470810,53.031790
241.518360-188.470810,53.047550
241.534110-188.470810,53.063300
241.565620-188.470810,53.094810
241.589250-188.470810,53.118440
241.620760-188.470810,53.149950
241.660150-188.470810,53.189340
241.731050-188.470810,53.260240
241.754680-188.470810,53.283870
241.770440-188.470810,53.299630
241.801950-188.470810,53.331140
241.935870-188.470810,53.465060
243.408970-188.470810,54.938160
245.433510-188.470810,56.962700
246.040080-188.470810,57.569270
246.071590-188.470810,57.600780
246.118860-188.470810,57.648050
246.158240-188.470810,57.687430
246.252770-188.470810,57.781960
246.268530-188.470810,57.797720
246.292160-188.470810,57.821350
246.331550-188.470810,57.860740
246.386690-188.470810,57.915880
246.418200-188.470810,57.947390
246.433960-188.470810,57.963150
246.489100-188.470810,58.018290
246.512730-188.470810,58.041920
246.544240-188.470810,58.073430
246.575760-188.470810,58.104950
246.591510-188.470810,58.120700
246.615140-188.470810,58.144330
246.638780-188.470810,58.167970
246.654530-188.470810,58.183720
246.693920-188.470810,58.223110
246.717550-188.470810,58.246740
246.741180-188.470810,58.270370
246.772690-188.470810,58.301880
246.804200-188.470810,58.333390
246.835710-188.470810,58.364900
246.851470-188.470810,58.380660
246.914490-188.470810,58.443680
247.891310-188.470810,59.420500
247.985840-188.470810,59.515030
248.009470-188.470810,59.538660
248.119760-188.470810,59.648950
248.159150-188.470810,59.688340
248.198530-188.470810,59.727720
248.245800-188.470810,59.774990
248.261550-188.470810,59.790740
248.277310-188.470810,59.806500
248.300940-188.470810,59.830130
248.316700-188.470810,59.845890
248.340330-188.470810,59.869520
248.363960-188.470810,59.893150
248.379720-188.470810,59.908910
248.403350-188.470810,59.932540
248.442740-188.470810,59.971930
248.466370-188.470810,59.995560
248.497880-188.470810,60.027070
248.521510-188.470810,60.050700
248.576660-188.470810,60.105850
248.592410-188.470810,60.121600
248.679070-188.470810,60.208260
251.002950-188.470810,62.532140
251.042340-188.470810,62.571530
251.065970-188.470810,62.595160
255.516790-188.470810,67.045980
255.556180-188.470810,67.085370
255.603450-188.470810,67.132640
255.627080-188.470810,67.156270
255.682220-188.470810,67.211410
255.705860-188.470810,67.235050
255.729490-188.470810,67.258680
255.761000-188.470810,67.290190
255.855530-188.470810,67.384720
255.887040-188.470810,67.416230
255.926430-188.470810,67.455620
255.942180-188.470810,67.471370
257.848550-188.470810,69.377740
257.872190-188.470810,69.401380
257.958840-188.470810,69.488030
257.974600-188.470810,69.503790
257.998230-188.470810,69.527420
258.037620-188.470810,69.566810
258.061250-188.470810,69.590440
258.092760-188.470810,69.621950
258.124270-188.470810,69.653460
258.140020-188.470810,69.669210
258.163660-188.470810,69.692850
258.179410-188.470810,69.708600
258.195170-188.470810,69.724360
258.376350-188.470810,69.905540
258.415740-188.470810,69.944930
258.455130-188.470810,69.984320
262.094560-188.470810,73.623750
263.536160-188.470810,75.065350
263.654320-188.470810,75.183510
263.693710-188.470810,75.222900
263.717340-188.470810,75.246530
263.740980-188.470810,75.270170
263.764610-188.470810,75.293800
263.835510-188.470810,75.364700
263.851260-188.470810,75.380450
263.898530-188.470810,75.427720
263.961550-188.470810,75.490740
264.103340-188.470810,75.632530
265.426780-188.470810,76.955970
265.450410-188.470810,76.979600
265.474040-188.470810,77.003230
265.513430-188.470810,77.042620
265.537060-188.470810,77.066250
265.568570-188.470810,77.097760
265.592200-188.470810,77.121390
265.623710-188.470810,77.152900
265.639470-188.470810,77.168660
265.670980-188.470810,77.200170
265.718250-188.470810,77.247440
265.734000-188.470810,77.263190
265.773390-188.470810,77.302580
265.789140-188.470810,77.318330
266.017590-188.470810,77.546780
267.719150-188.470810,79.248340
268.042130-188.470810,79.571320
268.223310-188.470810,79.752500
268.246940-188.470810,79.776130
268.278450-188.470810,79.807640
268.294210-188.470810,79.823400
268.648700-188.470810,80.177890
273.327980-188.470810,84.857170
273.343730-188.470810,84.872920
273.391000-188.470810,84.920190
273.414630-188.470810,84.943820
273.438260-188.470810,84.967450
273.461890-188.470810,84.991080
273.477650-188.470810,85.006840
273.493400-188.470810,85.022590
275.809410-188.470810,87.338600
275.856680-188.470810,87.385870
275.872430-188.470810,87.401620
275.911820-188.470810,87.441010
275.998470-188.470810,87.527660
276.242680-188.470810,87.771870
279.070720-188.470810,90.599910
280.110560-188.470810,91.639750
281.205540-188.470810,92.734730
281.528520-188.470810,93.057710
281.575790-188.470810,93.104980
283.151300-188.470810,94.680490
283.167060-188.470810,94.696250
188.636240-188.557470,0.078770
190.487470-188.557470,1.930000
190.511100-188.557470,1.953630
195.103730-188.557470,6.546260
196.631970-188.557470,8.074500
196.758020-188.557470,8.200550
196.821040-188.557470,8.263570
196.836790-188.557470,8.279320
196.884060-188.557470,8.326590
202.941910-188.557470,14.384440
205.187010-188.557470,16.629540
205.202770-188.557470,16.645300
205.218520-188.557470,16.661050
205.242160-188.557470,16.684690
205.273670-188.557470,16.716200
205.352440-188.557470,16.794970
207.117020-188.557470,18.559550
207.321830-188.557470,18.764360
207.353340-188.557470,18.795870
207.416360-188.557470,18.858890
211.544210-188.557470,22.986740
211.575720-188.557470,23.018250
211.717520-188.557470,23.160050
211.843560-188.557470,23.286090
211.922330-188.557470,23.364860
212.142910-188.557470,23.585440
212.158660-188.557470,23.601190
213.009440-188.557470,24.451970
213.789320-188.557470,25.231850
213.828710-188.557470,25.271240
213.852340-188.557470,25.294870
213.868090-188.557470,25.310620
213.891730-188.557470,25.334260
213.923240-188.557470,25.365770
213.954750-188.557470,25.397280
213.970500-188.557470,25.413030
213.986260-188.557470,25.428790
214.002010-188.557470,25.444540
214.198950-188.557470,25.641480
216.325890-188.557470,27.768420
218.287410-188.557470,29.729940
218.303160-188.557470,29.745690
219.602960-188.557470,31.045490
221.509330-188.557470,32.951860
221.627500-188.557470,33.070030
221.651130-188.557470,33.093660
221.674760-188.557470,33.117290
221.698400-188.557470,33.140930
221.722030-188.557470,33.164560
221.737780-188.557470,33.180310
221.761420-188.557470,33.203950
221.792930-188.557470,33.235460
221.934720-188.557470,33.377250
222.013500-188.557470,33.456030
223.407830-188.557470,34.850360
223.431460-188.557470,34.873990
223.494480-188.557470,34.937010
223.518110-188.557470,34.960640
223.533870-188.557470,34.976400
223.557500-188.557470,35.000030
223.573260-188.557470,35.015790
223.596890-188.557470,35.039420
223.628400-188.557470,35.070930
223.675670-188.557470,35.118200
223.730810-188.557470,35.173340
223.746560-188.557470,35.189090
227.086650-188.557470,38.529180
227.110280-188.557470,38.552810
228.930000-188.557470,40.372530
228.961510-188.557470,40.404040
229.040290-188.557470,40.482820
229.079680-188.557470,40.522210
229.095430-188.557470,40.537960
229.126940-188.557470,40.569470
229.182090-188.557470,40.624620
229.205720-188.557470,40.648250
229.229350-188.557470,40.671880
229.245110-188.557470,40.687640
229.379020-188.557470,40.821550
231.025440-188.557470,42.467970
231.049070-188.557470,42.491600
231.080580-188.557470,42.523110
231.104210-188.557470,42.546740
231.119970-188.557470,42.562500
231.143600-188.557470,42.586130
231.182990-188.557470,42.625520
231.206620-188.557470,42.649150
231.222380-188.557470,42.664910
231.246010-188.557470,42.688540
231.269640-188.557470,42.712170
231.316910-188.557470,42.759440
231.332660-188.557470,42.775190
231.348420-188.557470,42.790950
231.372050-188.557470,42.814580
235.594430-188.557470,47.036960
235.775610-188.557470,47.218140
235.799240-188.557470,47.241770
236.019810-188.557470,47.462340
239.123580-188.557470,50.566110
239.139330-188.557470,50.581860
239.162960-188.557470,50.605490
239.194470-188.557470,50.637000
239.233860-188.557470,50.676390
239.257490-188.557470,50.700020
239.281130-188.557470,50.723660
239.304760-188.557470,50.747290
239.336270-188.557470,50.778800
239.359900-188.557470,50.802430
239.383540-188.557470,50.826070
239.430800-188.557470,50.873330
239.454430-188.557470,50.896960
239.470190-188.557470,50.912720
239.485940-188.557470,50.928470
239.509580-188.557470,50.952110
239.745900-188.557470,51.188430
241.345050-188.557470,52.787580
241.376560-188.557470,52.819090
241.400190-188.557470,52.842720
241.471090-188.557470,52.913620
241.486850-188.557470,52.929380
241.502600-188.557470,52.945130
241.518360-188.557470,52.960890
241.534110-188.557470,52.976640
241.565620-188.557470,53.008150
241.589250-188.557470,53.031780
241.620760-188.557470,53.063290
241.660150-188.557470,53.102680
241.731050-188.557470,53.173580
241.754680-188.557470,53.197210
241.770440-188.557470,53.212970
241.801950-188.557470,53.244480
241.935870-188.557470,53.378400
243.408970-188.557470,54.851500
245.433510-188.557470,56.876040
246.040080-188.557470,57.482610
246.071590-188.557470,57.514120
246.118860-188.557470,57.561390
246.158240-188.557470,57.600770
246.252770-188.557470,57.695300
246.268530-188.557470,57.711060
246.292160-188.557470,57.734690
246.331550-188.557470,57.774080
246.386690-188.557470,57.829220
246.418200-188.557470,57.860730
246.433960-188.557470,57.876490
246.489100-188.557470,57.931630
246.512730-188.557470,57.955260
246.544240-188.557470,57.986770
246.575760-188.557470,58.018290
246.591510-188.557470,58.034040
246.615140-188.557470,58.057670
246.638780-188.557470,58.081310
246.654530-188.557470,58.097060
246.693920-188.557470,58.136450
246.717550-188.557470,58.160080
246.741180-188.557470,58.183710
246.772690-188.557470,58.215220
246.804200-188.557470,58.246730
246.835710-188.557470,58.278240
246.851470-188.557470,58.294000
246.914490-188.557470,58.357020
247.891310-188.557470,59.333840
247.985840-188.557470,59.428370
248.009470-188.557470,59.452000
248.119760-188.557470,59.562290
248.159150-188.557470,59.601680
248.198530-188.557470,59.641060
248.245800-188.557470,59.688330
248.261550-188.557470,59.704080
248.277310-188.557470,59.719840
248.300940-188.557470,59.743470
248.316700-188.557470,59.759230
248.340330-188.557470,59.782860
248.363960-188.557470,59.806490
248.379720-188.557470,59.822250
248.403350-188.557470,59.845880
248.442740-188.557470,59.885270
248.466370-188.557470,59.908900
248.497880-188.557470,59.940410
248.521510-188.557470,59.964040
248.576660-188.557470,60.019190
248.592410-188.557470,60.034940
248.679070-188.557470,60.121600
251.002950-188.557470,62.445480
251.042340-188.557470,62.484870
251.065970-188.557470,62.508500
255.516790-188.557470,66.959320
255.556180-188.557470,66.998710
255.603450-188.557470,67.045980
255.627080-188.557470,67.069610
255.682220-188.557470,67.124750
255.705860-188.557470,67.148390
255.729490-188.557470,67.172020
255.761000-188.557470,67.203530
255.855530-188.557470,67.298060
255.887040-188.557470,67.329570
255.926430-188.557470,67.368960
255.942180-188.557470,67.384710
257.848550-188.557470,69.291080
257.872190-188.557470,69.314720
257.958840-188.557470,69.401370
257.974600-188.557470,69.417130
257.998230-188.557470,69.440760
258.037620-188.557470,69.480150
258.061250-188.557470,69.503780
258.092760-188.557470,69.535290
258.124270-188.557470,69.566800
258.140020-188.557470,69.582550
258.163660-188.557470,69.606190
258.179410-188.557470,69.621940
258.195170-188.557470,69.637700
258.376350-188.557470,69.818880
258.415740-188.557470,69.858270
258.455130-188.557470,69.897660
262.094560-188.557470,73.537090
263.536160-188.557470,74.978690
263.654320-188.557470,75.096850
263.693710-188.557470,75.136240
263.717340-188.557470,75.159870
263.740980-188.557470,75.183510
263.764610-188.557470,75.207140
263.835510-188.557470,75.278040
263.851260-188.557470,75.293790
263.898530-188.557470,75.341060
263.961550-188.557470,75.404080
264.103340-188.557470,75.545870
265.426780-188.557470,76.869310
265.450410-188.557470,76.892940
265.474040-188.557470,76.916570
265.513430-188.557470,76.955960
