Pair,Delta (microHz)
246.118860-239.233860,6.885000
246.158240-239.233860,6.924380
246.252770-239.233860,7.018910
246.268530-239.233860,7.034670
246.292160-239.233860,7.058300
246.331550-239.233860,7.097690
246.386690-239.233860,7.152830
246.418200-239.233860,7.184340
246.433960-239.233860,7.200100
246.489100-239.233860,7.255240
246.512730-239.233860,7.278870
246.544240-239.233860,7.310380
246.575760-239.233860,7.341900
246.591510-239.233860,7.357650
246.615140-239.233860,7.381280
246.638780-239.233860,7.404920
246.654530-239.233860,7.420670
246.693920-239.233860,7.460060
246.717550-239.233860,7.483690
246.741180-239.233860,7.507320
246.772690-239.233860,7.538830
246.804200-239.233860,7.570340
246.835710-239.233860,7.601850
246.851470-239.233860,7.617610
246.914490-239.233860,7.680630
247.891310-239.233860,8.657450
247.985840-239.233860,8.751980
248.009470-239.233860,8.775610
248.119760-239.233860,8.885900
248.159150-239.233860,8.925290
248.198530-239.233860,8.964670
248.245800-239.233860,9.011940
248.261550-239.233860,9.027690
248.277310-239.233860,9.043450
248.300940-239.233860,9.067080
248.316700-239.233860,9.082840
248.340330-239.233860,9.106470
248.363960-239.233860,9.130100
248.379720-239.233860,9.145860
248.403350-239.233860,9.169490
248.442740-239.233860,9.208880
248.466370-239.233860,9.232510
248.497880-239.233860,9.264020
248.521510-239.233860,9.287650
248.576660-239.233860,9.342800
248.592410-239.233860,9.358550
248.679070-239.233860,9.445210
251.002950-239.233860,11.769090
251.042340-239.233860,11.808480
251.065970-239.233860,11.832110
255.516790-239.233860,16.282930
255.556180-239.233860,16.322320
255.603450-239.233860,16.369590
255.627080-239.233860,16.393220
255.682220-239.233860,16.448360
255.705860-239.233860,16.472000
255.729490-239.233860,16.495630
255.761000-239.233860,16.527140
255.855530-239.233860,16.621670
255.887040-239.233860,16.653180
255.926430-239.233860,16.692570
255.942180-239.233860,16.708320
257.848550-239.233860,18.614690
257.872190-239.233860,18.638330
257.958840-239.233860,18.724980
257.974600-239.233860,18.740740
257.998230-239.233860,18.764370
258.037620-239.233860,18.803760
258.061250-239.233860,18.827390
258.092760-239.233860,18.858900
258.124270-239.233860,18.890410
258.140020-239.233860,18.906160
258.163660-239.233860,18.929800
258.179410-239.233860,18.945550
258.195170-239.233860,18.961310
258.376350-239.233860,19.142490
258.415740-239.233860,19.181880
258.455130-239.233860,19.221270
262.094560-239.233860,22.860700
263.536160-239.233860,24.302300
263.654320-239.233860,24.420460
263.693710-239.233860,24.459850
263.717340-239.233860,24.483480
263.740980-239.233860,24.507120
263.764610-239.233860,24.530750
263.835510-239.233860,24.601650
263.851260-239.233860,24.617400
263.898530-239.233860,24.664670
263.961550-239.233860,24.727690
264.103340-239.233860,24.869480
265.426780-239.233860,26.192920
265.450410-239.233860,26.216550
265.474040-239.233860,26.240180
265.513430-239.233860,26.279570
265.537060-239.233860,26.303200
265.568570-239.233860,26.334710
265.592200-239.233860,26.358340
265.623710-239.233860,26.389850
265.639470-239.233860,26.405610
265.670980-239.233860,26.437120
265.718250-239.233860,26.484390
265.734000-239.233860,26.500140
265.773390-239.233860,26.539530
265.789140-239.233860,26.555280
266.017590-239.233860,26.783730
267.719150-239.233860,28.485290
268.042130-239.233860,28.808270
268.223310-239.233860,28.989450
268.246940-239.233860,29.013080
268.278450-239.233860,29.044590
268.294210-239.233860,29.060350
268.648700-239.233860,29.414840
273.327980-239.233860,34.094120
273.343730-239.233860,34.109870
273.391000-239.233860,34.157140
273.414630-239.233860,34.180770
273.438260-239.233860,34.204400
273.461890-239.233860,34.228030
273.477650-239.233860,34.243790
273.493400-239.233860,34.259540
275.809410-239.233860,36.575550
275.856680-239.233860,36.622820
275.872430-239.233860,36.638570
275.911820-239.233860,36.677960
275.998470-239.233860,36.764610
276.242680-239.233860,37.008820
279.070720-239.233860,39.836860
280.110560-239.233860,40.876700
281.205540-239.233860,41.971680
281.528520-239.233860,42.294660
281.575790-239.233860,42.341930
283.151300-239.233860,43.917440
283.167060-239.233860,43.933200
239.281130-239.257490,0.023640
239.304760-239.257490,0.047270
239.336270-239.257490,0.078780
239.359900-239.257490,0.102410
239.383540-239.257490,0.126050
239.430800-239.257490,0.173310
239.454430-239.257490,0.196940
239.470190-239.257490,0.212700
239.485940-239.257490,0.228450
239.509580-239.257490,0.252090
239.745900-239.257490,0.488410
241.345050-239.257490,2.087560
241.376560-239.257490,2.119070
241.400190-239.257490,2.142700
241.471090-239.257490,2.213600
241.486850-239.257490,2.229360
241.502600-239.257490,2.245110
241.518360-239.257490,2.260870
241.534110-239.257490,2.276620
241.565620-239.257490,2.308130
241.589250-239.257490,2.331760
241.620760-239.257490,2.363270
241.660150-239.257490,2.402660
241.731050-239.257490,2.473560
241.754680-239.257490,2.497190
241.770440-239.257490,2.512950
241.801950-239.257490,2.544460
241.935870-239.257490,2.678380
243.408970-239.257490,4.151480
245.433510-239.257490,6.176020
246.040080-239.257490,6.782590
246.071590-239.257490,6.814100
246.118860-239.257490,6.861370
246.158240-239.257490,6.900750
246.252770-239.257490,6.995280
246.268530-239.257490,7.011040
246.292160-239.257490,7.034670
246.331550-239.257490,7.074060
246.386690-239.257490,7.129200
246.418200-239.257490,7.160710
246.433960-239.257490,7.176470
246.489100-239.257490,7.231610
246.512730-239.257490,7.255240
246.544240-239.257490,7.286750
246.575760-239.257490,7.318270
246.591510-239.257490,7.334020
246.615140-239.257490,7.357650
246.638780-239.257490,7.381290
246.654530-239.257490,7.397040
246.693920-239.257490,7.436430
246.717550-239.257490,7.460060
246.741180-239.257490,7.483690
246.772690-239.257490,7.515200
246.804200-239.257490,7.546710
246.835710-239.257490,7.578220
246.851470-239.257490,7.593980
246.914490-239.257490,7.657000
247.891310-239.257490,8.633820
247.985840-239.257490,8.728350
248.009470-239.257490,8.751980
248.119760-239.257490,8.862270
248.159150-239.257490,8.901660
248.198530-239.257490,8.941040
248.245800-239.257490,8.988310
248.261550-239.257490,9.004060
248.277310-239.257490,9.019820
248.300940-239.257490,9.043450
248.316700-239.257490,9.059210
248.340330-239.257490,9.082840
248.363960-239.257490,9.106470
248.379720-239.257490,9.122230
248.403350-239.257490,9.145860
248.442740-239.257490,9.185250
248.466370-239.257490,9.208880
248.497880-239.257490,9.240390
248.521510-239.257490,9.264020
248.576660-239.257490,9.319170
248.592410-239.257490,9.334920
248.679070-239.257490,9.421580
251.002950-239.257490,11.745460
251.042340-239.257490,11.784850
251.065970-239.257490,11.808480
255.516790-239.257490,16.259300
255.556180-239.257490,16.298690
255.603450-239.257490,16.345960
255.627080-239.257490,16.369590
255.682220-239.257490,16.424730
255.705860-239.257490,16.448370
255.729490-239.257490,16.472000
255.761000-239.257490,16.503510
255.855530-239.257490,16.598040
255.887040-239.257490,16.629550
255.926430-239.257490,16.668940
255.942180-239.257490,16.684690
257.848550-239.257490,18.591060
257.872190-239.257490,18.614700
257.958840-239.257490,18.701350
257.974600-239.257490,18.717110
257.998230-239.257490,18.740740
258.037620-239.257490,18.780130
258.061250-239.257490,18.803760
258.092760-239.257490,18.835270
258.124270-239.257490,18.866780
258.140020-239.257490,18.882530
258.163660-239.257490,18.906170
258.179410-239.257490,18.921920
258.195170-239.257490,18.937680
258.376350-239.257490,19.118860
258.415740-239.257490,19.158250
258.455130-239.257490,19.197640
262.094560-239.257490,22.837070
263.536160-239.257490,24.278670
263.654320-239.257490,24.396830
263.693710-239.257490,24.436220
263.717340-239.257490,24.459850
263.740980-239.257490,24.483490
263.764610-239.257490,24.507120
263.835510-239.257490,24.578020
263.851260-239.257490,24.593770
263.898530-239.257490,24.641040
263.961550-239.257490,24.704060
264.103340-239.257490,24.845850
265.426780-239.257490,26.169290
265.450410-239.257490,26.192920
265.474040-239.257490,26.216550
265.513430-239.257490,26.255940
265.537060-239.257490,26.279570
265.568570-239.257490,26.311080
265.592200-239.257490,26.334710
265.623710-239.257490,26.366220
265.639470-239.257490,26.381980
265.670980-239.257490,26.413490
265.718250-239.257490,26.460760
265.734000-239.257490,26.476510
265.773390-239.257490,26.515900
265.789140-239.257490,26.531650
266.017590-239.257490,26.760100
267.719150-239.257490,28.461660
268.042130-239.257490,28.784640
268.223310-239.257490,28.965820
268.246940-239.257490,28.989450
268.278450-239.257490,29.020960
268.294210-239.257490,29.036720
268.648700-239.257490,29.391210
273.327980-239.257490,34.070490
273.343730-239.257490,34.086240
273.391000-239.257490,34.133510
273.414630-239.257490,34.157140
273.438260-239.257490,34.180770
273.461890-239.257490,34.204400
273.477650-239.257490,34.220160
273.493400-239.257490,34.235910
275.809410-239.257490,36.551920
275.856680-239.257490,36.599190
275.872430-239.257490,36.614940
275.911820-239.257490,36.654330
275.998470-239.257490,36.740980
276.242680-239.257490,36.985190
279.070720-239.257490,39.813230
280.110560-239.257490,40.853070
281.205540-239.257490,41.948050
281.528520-239.257490,42.271030
281.575790-239.257490,42.318300
283.151300-239.257490,43.893810
283.167060-239.257490,43.909570
239.304760-239.281130,0.023630
239.336270-239.281130,0.055140
239.359900-239.281130,0.078770
239.383540-239.281130,0.102410
239.430800-239.281130,0.149670
239.454430-239.281130,0.173300
239.470190-239.281130,0.189060
239.485940-239.281130,0.204810
239.509580-239.281130,0.228450
239.745900-239.281130,0.464770
241.345050-239.281130,2.063920
241.376560-239.281130,2.095430
241.400190-239.281130,2.119060
241.471090-239.281130,2.189960
241.486850-239.281130,2.205720
241.502600-239.281130,2.221470
241.518360-239.281130,2.237230
241.534110-239.281130,2.252980
241.565620-239.281130,2.284490
241.589250-239.281130,2.308120
241.620760-239.281130,2.339630
241.660150-239.281130,2.379020
241.731050-239.281130,2.449920
241.754680-239.281130,2.473550
241.770440-239.281130,2.489310
241.801950-239.281130,2.520820
241.935870-239.281130,2.654740
243.408970-239.281130,4.127840
245.433510-239.281130,6.152380
246.040080-239.281130,6.758950
246.071590-239.281130,6.790460
246.118860-239.281130,6.837730
246.158240-239.281130,6.877110
246.252770-239.281130,6.971640
246.268530-239.281130,6.987400
246.292160-239.281130,7.011030
246.331550-239.281130,7.050420
246.386690-239.281130,7.105560
246.418200-239.281130,7.137070
246.433960-239.281130,7.152830
246.489100-239.281130,7.207970
246.512730-239.281130,7.231600
246.544240-239.281130,7.263110
246.575760-239.281130,7.294630
246.591510-239.281130,7.310380
246.615140-239.281130,7.334010
246.638780-239.281130,7.357650
246.654530-239.281130,7.373400
246.693920-239.281130,7.412790
246.717550-239.281130,7.436420
246.741180-239.281130,7.460050
246.772690-239.281130,7.491560
246.804200-239.281130,7.523070
246.835710-239.281130,7.554580
246.851470-239.281130,7.570340
246.914490-239.281130,7.633360
247.891310-239.281130,8.610180
247.985840-239.281130,8.704710
248.009470-239.281130,8.728340
248.119760-239.281130,8.838630
248.159150-239.281130,8.878020
248.198530-239.281130,8.917400
248.245800-239.281130,8.964670
248.261550-239.281130,8.980420
248.277310-239.281130,8.996180
248.300940-239.281130,9.019810
248.316700-239.281130,9.035570
248.340330-239.281130,9.059200
248.363960-239.281130,9.082830
248.379720-239.281130,9.098590
248.403350-239.281130,9.122220
248.442740-239.281130,9.161610
248.466370-239.281130,9.185240
248.497880-239.281130,9.216750
248.521510-239.281130,9.240380
248.576660-239.281130,9.295530
248.592410-239.281130,9.311280
248.679070-239.281130,9.397940
251.002950-239.281130,11.721820
251.042340-239.281130,11.761210
251.065970-239.281130,11.784840
255.516790-239.281130,16.235660
255.556180-239.281130,16.275050
255.603450-239.281130,16.322320
255.627080-239.281130,16.345950
255.682220-239.281130,16.401090
255.705860-239.281130,16.424730
255.729490-239.281130,16.448360
255.761000-239.281130,16.479870
255.855530-239.281130,16.574400
255.887040-239.281130,16.605910
255.926430-239.281130,16.645300
255.942180-239.281130,16.661050
257.848550-239.281130,18.567420
257.872190-239.281130,18.591060
257.958840-239.281130,18.677710
257.974600-239.281130,18.693470
257.998230-239.281130,18.717100
258.037620-239.281130,18.756490
258.061250-239.281130,18.780120
258.092760-239.281130,18.811630
258.124270-239.281130,18.843140
258.140020-239.281130,18.858890
258.163660-239.281130,18.882530
258.179410-239.281130,18.898280
258.195170-239.281130,18.914040
258.376350-239.281130,19.095220
258.415740-239.281130,19.134610
258.455130-239.281130,19.174000
262.094560-239.281130,22.813430
263.536160-239.281130,24.255030
263.654320-239.281130,24.373190
263.693710-239.281130,24.412580
263.717340-239.281130,24.436210
263.740980-239.281130,24.459850
263.764610-239.281130,24.483480
263.835510-239.281130,24.554380
263.851260-239.281130,24.570130
263.898530-239.281130,24.617400
263.961550-239.281130,24.680420
264.103340-239.281130,24.822210
265.426780-239.281130,26.145650
265.450410-239.281130,26.169280
265.474040-239.281130,26.192910
265.513430-239.281130,26.232300
265.537060-239.281130,26.255930
265.568570-239.281130,26.287440
265.592200-239.281130,26.311070
265.623710-239.281130,26.342580
265.639470-239.281130,26.358340
265.670980-239.281130,26.389850
265.718250-239.281130,26.437120
265.734000-239.281130,26.452870
265.773390-239.281130,26.492260
265.789140-239.281130,26.508010
266.017590-239.281130,26.736460
267.719150-239.281130,28.438020
268.042130-239.281130,28.761000
268.223310-239.281130,28.942180
268.246940-239.281130,28.965810
268.278450-239.281130,28.997320
268.294210-239.281130,29.013080
268.648700-239.281130,29.367570
273.327980-239.281130,34.046850
273.343730-239.281130,34.062600
273.391000-239.281130,34.109870
273.414630-239.281130,34.133500
273.438260-239.281130,34.157130
273.461890-239.281130,34.180760
273.477650-239.281130,34.196520
273.493400-239.281130,34.212270
275.809410-239.281130,36.528280
275.856680-239.281130,36.575550
275.872430-239.281130,36.591300
275.911820-239.281130,36.630690
275.998470-239.281130,36.717340
276.242680-239.281130,36.961550
279.070720-239.281130,39.789590
280.110560-239.281130,40.829430
281.205540-239.281130,41.924410
281.528520-239.281130,42.247390
281.575790-239.281130,42.294660
283.151300-239.281130,43.870170
283.167060-239.281130,43.885930
239.336270-239.304760,0.031510
239.359900-239.304760,0.055140
239.383540-239.304760,0.078780
239.430800-239.304760,0.126040
239.454430-239.304760,0.149670
239.470190-239.304760,0.165430
239.485940-239.304760,0.181180
239.509580-239.304760,0.204820
239.745900-239.304760,0.441140
241.345050-239.304760,2.040290
241.376560-239.304760,2.071800
241.400190-239.304760,2.095430
241.471090-239.304760,2.166330
241.486850-239.304760,2.182090
241.502600-239.304760,2.197840
241.518360-239.304760,2.213600
241.534110-239.304760,2.229350
241.565620-239.304760,2.260860
241.589250-239.304760,2.284490
241.620760-239.304760,2.316000
241.660150-239.304760,2.355390
241.731050-239.304760,2.426290
241.754680-239.304760,2.449920
241.770440-239.304760,2.465680
241.801950-239.304760,2.497190
241.935870-239.304760,2.631110
243.408970-239.304760,4.104210
245.433510-239.304760,6.128750
246.040080-239.304760,6.735320
246.071590-239.304760,6.766830
246.118860-239.304760,6.814100
246.158240-239.304760,6.853480
246.252770-239.304760,6.948010
246.268530-239.304760,6.963770
246.292160-239.304760,6.987400
246.331550-239.304760,7.026790
246.386690-239.304760,7.081930
246.418200-239.304760,7.113440
246.433960-239.304760,7.129200
246.489100-239.304760,7.184340
246.512730-239.304760,7.207970
246.544240-239.304760,7.239480
246.575760-239.304760,7.271000
246.591510-239.304760,7.286750
246.615140-239.304760,7.310380
246.638780-239.304760,7.334020
246.654530-239.304760,7.349770
246.693920-239.304760,7.389160
246.717550-239.304760,7.412790
246.741180-239.304760,7.436420
246.772690-239.304760,7.467930
246.804200-239.304760,7.499440
246.835710-239.304760,7.530950
246.851470-239.304760,7.546710
246.914490-239.304760,7.609730
247.891310-239.304760,8.586550
247.985840-239.304760,8.681080
248.009470-239.304760,8.704710
248.119760-239.304760,8.815000
248.159150-239.304760,8.854390
248.198530-239.304760,8.893770
248.245800-239.304760,8.941040
248.261550-239.304760,8.956790
248.277310-239.304760,8.972550
248.300940-239.304760,8.996180
248.316700-239.304760,9.011940
248.340330-239.304760,9.035570
248.363960-239.304760,9.059200
248.379720-239.304760,9.074960
248.403350-239.304760,9.098590
248.442740-239.304760,9.137980
248.466370-239.304760,9.161610
248.497880-239.304760,9.193120
248.521510-239.304760,9.216750
248.576660-239.304760,9.271900
248.592410-239.304760,9.287650
248.679070-239.304760,9.374310
251.002950-239.304760,11.698190
251.042340-239.304760,11.737580
251.065970-239.304760,11.761210
255.516790-239.304760,16.212030
255.556180-239.304760,16.251420
255.603450-239.304760,16.298690
255.627080-239.304760,16.322320
255.682220-239.304760,16.377460
255.705860-239.304760,16.401100
255.729490-239.304760,16.424730
255.761000-239.304760,16.456240
255.855530-239.304760,16.550770
255.887040-239.304760,16.582280
255.926430-239.304760,16.621670
255.942180-239.304760,16.637420
257.848550-239.304760,18.543790
257.872190-239.304760,18.567430
257.958840-239.304760,18.654080
257.974600-239.304760,18.669840
257.998230-239.304760,18.693470
258.037620-239.304760,18.732860
258.061250-239.304760,18.756490
258.092760-239.304760,18.788000
258.124270-239.304760,18.819510
258.140020-239.304760,18.835260
258.163660-239.304760,18.858900
258.179410-239.304760,18.874650
258.195170-239.304760,18.890410
258.376350-239.304760,19.071590
258.415740-239.304760,19.110980
258.455130-239.304760,19.150370
262.094560-239.304760,22.789800
263.536160-239.304760,24.231400
263.654320-239.304760,24.349560
263.693710-239.304760,24.388950
263.717340-239.304760,24.412580
263.740980-239.304760,24.436220
263.764610-239.304760,24.459850
263.835510-239.304760,24.530750
263.851260-239.304760,24.546500
263.898530-239.304760,24.593770
263.961550-239.304760,24.656790
264.103340-239.304760,24.798580
265.426780-239.304760,26.122020
265.450410-239.304760,26.145650
265.474040-239.304760,26.169280
265.513430-239.304760,26.208670
265.537060-239.304760,26.232300
265.568570-239.304760,26.263810
265.592200-239.304760,26.287440
265.623710-239.304760,26.318950
265.639470-239.304760,26.334710
265.670980-239.304760,26.366220
265.718250-239.304760,26.413490
265.734000-239.304760,26.429240
265.773390-239.304760,26.468630
265.789140-239.304760,26.484380
266.017590-239.304760,26.712830
267.719150-239.304760,28.414390
268.042130-239.304760,28.737370
268.223310-239.304760,28.918550
268.246940-239.304760,28.942180
268.278450-239.304760,28.973690
268.294210-239.304760,28.989450
268.648700-239.304760,29.343940
273.327980-239.304760,34.023220
273.343730-239.304760,34.038970
273.391000-239.304760,34.086240
273.414630-239.304760,34.109870
273.438260-239.304760,34.133500
273.461890-239.304760,34.157130
273.477650-239.304760,34.172890
273.493400-239.304760,34.188640
275.809410-239.304760,36.504650
275.856680-239.304760,36.551920
275.872430-239.304760,36.567670
275.911820-239.304760,36.607060
275.998470-239.304760,36.693710
276.242680-239.304760,36.937920
279.070720-239.304760,39.765960
280.110560-239.304760,40.805800
281.205540-239.304760,41.900780
281.528520-239.304760,42.223760
281.575790-239.304760,42.271030
283.151300-239.304760,43.846540
283.167060-239.304760,43.862300
239.359900-239.336270,0.023630
239.383540-239.336270,0.047270
239.430800-239.336270,0.094530
239.454430-239.336270,0.118160
239.470190-239.336270,0.133920
239.485940-239.336270,0.149670
239.509580-239.336270,0.173310
239.745900-239.336270,0.409630
241.345050-239.336270,2.008780
241.376560-239.336270,2.040290
241.400190-239.336270,2.063920
241.471090-239.336270,2.134820
241.486850-239.336270,2.150580
241.502600-239.336270,2.166330
241.518360-239.336270,2.182090
241.534110-239.336270,2.197840
241.565620-239.336270,2.229350
241.589250-239.336270,2.252980
241.620760-239.336270,2.284490
241.660150-239.336270,2.323880
241.731050-239.336270,2.394780
241.754680-239.336270,2.418410
241.770440-239.336270,2.434170
241.801950-239.336270,2.465680
241.935870-239.336270,2.599600
243.408970-239.336270,4.072700
245.433510-239.336270,6.097240
246.040080-239.336270,6.703810
246.071590-239.336270,6.735320
246.118860-239.336270,6.782590
246.158240-239.336270,6.821970
246.252770-239.336270,6.916500
246.268530-239.336270,6.932260
246.292160-239.336270,6.955890
246.331550-239.336270,6.995280
246.386690-239.336270,7.050420
246.418200-239.336270,7.081930
246.433960-239.336270,7.097690
246.489100-239.336270,7.152830
246.512730-239.336270,7.176460
246.544240-239.336270,7.207970
246.575760-239.336270,7.239490
246.591510-239.336270,7.255240
246.615140-239.336270,7.278870
246.638780-239.336270,7.302510
246.654530-239.336270,7.318260
246.693920-239.336270,7.357650
246.717550-239.336270,7.381280
246.741180-239.336270,7.404910
246.772690-239.336270,7.436420
246.804200-239.336270,7.467930
246.835710-239.336270,7.499440
246.851470-239.336270,7.515200
246.914490-239.336270,7.578220
247.891310-239.336270,8.555040
247.985840-239.336270,8.649570
248.009470-239.336270,8.673200
248.119760-239.336270,8.783490
248.159150-239.336270,8.822880
248.198530-239.336270,8.862260
248.245800-239.336270,8.909530
248.261550-239.336270,8.925280
248.277310-239.336270,8.941040
248.300940-239.336270,8.964670
248.316700-239.336270,8.980430
248.340330-239.336270,9.004060
248.363960-239.336270,9.027690
248.379720-239.336270,9.043450
248.403350-239.336270,9.067080
248.442740-239.336270,9.106470
248.466370-239.336270,9.130100
248.497880-239.336270,9.161610
248.521510-239.336270,9.185240
248.576660-239.336270,9.240390
248.592410-239.336270,9.256140
248.679070-239.336270,9.342800
251.002950-239.336270,11.666680
251.042340-239.336270,11.706070
251.065970-239.336270,11.729700
255.516790-239.336270,16.180520
255.556180-239.336270,16.219910
255.603450-239.336270,16.267180
255.627080-239.336270,16.290810
255.682220-239.336270,16.345950
255.705860-239.336270,16.369590
255.729490-239.336270,16.393220
255.761000-239.336270,16.424730
255.855530-239.336270,16.519260
255.887040-239.336270,16.550770
255.926430-239.336270,16.590160
255.942180-239.336270,16.605910
257.848550-239.336270,18.512280
257.872190-239.336270,18.535920
257.958840-239.336270,18.622570
257.974600-239.336270,18.638330
257.998230-239.336270,18.661960
258.037620-239.336270,18.701350
258.061250-239.336270,18.724980
258.092760-239.336270,18.756490
258.124270-239.336270,18.788000
258.140020-239.336270,18.803750
258.163660-239.336270,18.827390
258.179410-239.336270,18.843140
258.195170-239.336270,18.858900
258.376350-239.336270,19.040080
258.415740-239.336270,19.079470
258.455130-239.336270,19.118860
262.094560-239.336270,22.758290
263.536160-239.336270,24.199890
263.654320-239.336270,24.318050
263.693710-239.336270,24.357440
263.717340-239.336270,24.381070
263.740980-239.336270,24.404710
263.764610-239.336270,24.428340
263.835510-239.336270,24.499240
263.851260-239.336270,24.514990
263.898530-239.336270,24.562260
263.961550-239.336270,24.625280
264.103340-239.336270,24.767070
265.426780-239.336270,26.090510
265.450410-239.336270,26.114140
265.474040-239.336270,26.137770
265.513430-239.336270,26.177160
265.537060-239.336270,26.200790
265.568570-239.336270,26.232300
265.592200-239.336270,26.255930
265.623710-239.336270,26.287440
265.639470-239.336270,26.303200
265.670980-239.336270,26.334710
265.718250-239.336270,26.381980
265.734000-239.336270,26.397730
265.773390-239.336270,26.437120
265.789140-239.336270,26.452870
266.017590-239.336270,26.681320
267.719150-239.336270,28.382880
268.042130-239.336270,28.705860
268.223310-239.336270,28.887040
268.246940-239.336270,28.910670
268.278450-239.336270,28.942180
268.294210-239.336270,28.957940
268.648700-239.336270,29.312430
273.327980-239.336270,33.991710
273.343730-239.336270,34.007460
273.391000-239.336270,34.054730
273.414630-239.336270,34.078360
273.438260-239.336270,34.101990
273.461890-239.336270,34.125620
273.477650-239.336270,34.141380
273.493400-239.336270,34.157130
275.809410-239.336270,36.473140
275.856680-239.336270,36.520410
275.872430-239.336270,36.536160
275.911820-239.336270,36.575550
275.998470-239.336270,36.662200
276.242680-239.336270,36.906410
279.070720-239.336270,39.734450
280.110560-239.336270,40.774290
281.205540-239.336270,41.869270
281.528520-239.336270,42.192250
281.575790-239.336270,42.239520
283.151300-239.336270,43.815030
283.167060-239.336270,43.830790
239.383540-239.359900,0.023640
239.430800-239.359900,0.070900
239.454430-239.359900,0.094530
239.470190-239.359900,0.110290
239.485940-239.359900,0.126040
239.509580-239.359900,0.149680
239.745900-239.359900,0.386000
241.345050-239.359900,1.985150
241.376560-239.359900,2.016660
241.400190-239.359900,2.040290
241.471090-239.359900,2.111190
241.486850-239.359900,2.126950
241.502600-239.359900,2.142700
241.518360-239.359900,2.158460
241.534110-239.359900,2.174210
241.565620-239.359900,2.205720
241.589250-239.359900,2.229350
241.620760-239.359900,2.260860
241.660150-239.359900,2.300250
241.731050-239.359900,2.371150
241.754680-239.359900,2.394780
241.770440-239.359900,2.410540
241.801950-239.359900,2.442050
241.935870-239.359900,2.575970
243.408970-239.359900,4.049070
245.433510-239.359900,6.073610
246.040080-239.359900,6.680180
246.071590-239.359900,6.711690
246.118860-239.359900,6.758960
246.158240-239.359900,6.798340
246.252770-239.359900,6.892870
246.268530-239.359900,6.908630
246.292160-239.359900,6.932260
246.331550-239.359900,6.971650
246.386690-239.359900,7.026790
246.418200-239.359900,7.058300
246.433960-239.359900,7.074060
246.489100-239.359900,7.129200
246.512730-239.359900,7.152830
246.544240-239.359900,7.184340
246.575760-239.359900,7.215860
246.591510-239.359900,7.231610
246.615140-239.359900,7.255240
246.638780-239.359900,7.278880
246.654530-239.359900,7.294630
246.693920-239.359900,7.334020
246.717550-239.359900,7.357650
246.741180-239.359900,7.381280
246.772690-239.359900,7.412790
246.804200-239.359900,7.444300
246.835710-239.359900,7.475810
246.851470-239.359900,7.491570
246.914490-239.359900,7.554590
247.891310-239.359900,8.531410
247.985840-239.359900,8.625940
248.009470-239.359900,8.649570
248.119760-239.359900,8.759860
248.159150-239.359900,8.799250
248.198530-239.359900,8.838630
248.245800-239.359900,8.885900
248.261550-239.359900,8.901650
248.277310-239.359900,8.917410
248.300940-239.359900,8.941040
248.316700-239.359900,8.956800
248.340330-239.359900,8.980430
248.363960-239.359900,9.004060
248.379720-239.359900,9.019820
248.403350-239.359900,9.043450
248.442740-239.359900,9.082840
248.466370-239.359900,9.106470
248.497880-239.359900,9.137980
248.521510-239.359900,9.161610
248.576660-239.359900,9.216760
248.592410-239.359900,9.232510
248.679070-239.359900,9.319170
251.002950-239.359900,11.643050
251.042340-239.359900,11.682440
251.065970-239.359900,11.706070
255.516790-239.359900,16.156890
255.556180-239.359900,16.196280
255.603450-239.359900,16.243550
255.627080-239.359900,16.267180
255.682220-239.359900,16.322320
255.705860-239.359900,16.345960
255.729490-239.359900,16.369590
255.761000-239.359900,16.401100
255.855530-239.359900,16.495630
255.887040-239.359900,16.527140
255.926430-239.359900,16.566530
255.942180-239.359900,16.582280
257.848550-239.359900,18.488650
257.872190-239.359900,18.512290
257.958840-239.359900,18.598940
257.974600-239.359900,18.614700
257.998230-239.359900,18.638330
258.037620-239.359900,18.677720
258.061250-239.359900,18.701350
258.092760-239.359900,18.732860
258.124270-239.359900,18.764370
258.140020-239.359900,18.780120
258.163660-239.359900,18.803760
258.179410-239.359900,18.819510
258.195170-239.359900,18.835270
258.376350-239.359900,19.016450
258.415740-239.359900,19.055840
258.455130-239.359900,19.095230
262.094560-239.359900,22.734660
263.536160-239.359900,24.176260
263.654320-239.359900,24.294420
263.693710-239.359900,24.333810
263.717340-239.359900,24.357440
263.740980-239.359900,24.381080
263.764610-239.359900,24.404710
263.835510-239.359900,24.475610
263.851260-239.359900,24.491360
263.898530-239.359900,24.538630
263.961550-239.359900,24.601650
264.103340-239.359900,24.743440
265.426780-239.359900,26.066880
265.450410-239.359900,26.090510
265.474040-239.359900,26.114140
265.513430-239.359900,26.153530
265.537060-239.359900,26.177160
265.568570-239.359900,26.208670
265.592200-239.359900,26.232300
265.623710-239.359900,26.263810
265.639470-239.359900,26.279570
265.670980-239.359900,26.311080
265.718250-239.359900,26.358350
265.734000-239.359900,26.374100
265.773390-239.359900,26.413490
265.789140-239.359900,26.429240
266.017590-239.359900,26.657690
267.719150-239.359900,28.359250
268.042130-239.359900,28.682230
268.223310-239.359900,28.863410
268.246940-239.359900,28.887040
268.278450-239.359900,28.918550
268.294210-239.359900,28.934310
268.648700-239.359900,29.288800
273.327980-239.359900,33.968080
273.343730-239.359900,33.983830
273.391000-239.359900,34.031100
273.414630-239.359900,34.054730
273.438260-239.359900,34.078360
