Frequencia,Amplitud
2.5680872,556.29259
2.5759647,1519.6232
2.5838423,567.62241
2.5917199,138.96728
2.5995974,1006.3466
2.607475,3246.5236
2.6153526,302.53108
2.6232301,289.43521
2.6311077,2670.8935
2.6389853,2019.0368
2.6468628,705.95402
2.6547404,125.44078
2.662618,146.405
2.6704955,1409.6885
2.6783731,226.52446
2.6862507,1305.8222
2.6941282,625.09906
2.7020058,258.23521
2.7098834,244.82411
2.717761,611.29496
2.7256385,1096.167
2.7335161,878.50512
2.7413937,227.01728
2.7492712,842.20522
2.7571488,394.19078
2.7650264,626.74841
2.7729039,345.72903
2.7807815,1791.05
2.7886591,426.30578
2.7965366,1093.4756
2.8044142,627.4928
2.8122918,737.27645
2.8201693,2047.5726
2.8280469,115.97284
2.8359245,7.5681024
2.843802,62.957663
2.8516796,731.45904
2.8595572,17.583836
2.8674347,206.86868
2.8753123,846.16023
2.8831899,4396.96
2.8910674,292.53123
2.898945,883.83293
2.9068226,1648.999
2.9147001,2414.0731
2.9225777,118.9255
2.9304553,648.36925
2.9383329,1087.291
2.9462104,1627.8359
2.954088,1283.9208
2.9619656,36.749604
2.9698431,123.49285
2.9777207,850.39719
2.9855983,808.94227
2.9934758,491.06361
3.0013534,722.94025
3.009231,641.84986
3.0171085,94.473912
3.0249861,2.6329087
3.0328637,1304.5799
3.0407412,935.09676
3.0486188,1013.3881
3.0564964,383.28687
3.0643739,970.36614
3.0722515,40.367745
3.0801291,577.22137
3.0880066,1283.685
3.0958842,512.66696
3.1037618,1590.1139
3.1116393,488.308
3.1195169,603.23949
3.1273945,568.51635
3.1352721,1575.6897
3.1431496,2025.4433
3.1510272,91.249409
3.1589048,2019.0877
3.1667823,745.75642
3.1746599,448.12829
3.1825375,1440.5429
3.190415,354.3876
3.1982926,4732.6355
3.2061702,165.9055
3.2140477,288.65688
3.2219253,11.996275
3.2298029,732.24322
3.2376804,280.11411
3.245558,1236.6591
3.2534356,707.47618
3.2613131,317.3716
3.2691907,2.5760383
3.2770683,168.96418
3.2849458,406.15914
3.2928234,64.390415
3.300701,259.0264
3.3085785,369.2853
3.3164561,555.99999
3.3243337,130.18432
3.3322113,75.996363
3.3400888,364.89829
3.3479664,200.52739
3.355844,857.58178
3.3637215,1237.0004
3.3715991,183.67169
3.3794767,319.07332
3.3873542,182.36768
3.3952318,301.03409
3.4031094,71.690762
3.4109869,601.18176
3.4188645,482.29169
3.4267421,2.0617187
3.4346196,42.249017
3.4424972,574.77713
3.4503748,165.62651
3.4582523,478.67889
3.4661299,50.744399
3.4740075,212.70951
3.481885,4.0458754
3.4897626,986.64969
3.4976402,409.70999
3.5055177,176.37722
3.5133953,1083.3645
3.5212729,717.94238
3.5291505,700.14734
3.537028,28.712732
3.5449056,9.8268204
3.5527832,3528.7825
3.5606607,177.15433
3.5685383,2704.0073
3.5764159,841.28906
3.5842934,177.99566
3.592171,1014.8728
3.6000486,0.31844884
3.6079261,554.54883
3.6158037,1587.6138
3.6236813,240.15415
3.6315588,234.86541
3.6394364,893.96111
3.647314,236.07598
3.6551915,652.75857
3.6630691,248.59506
3.6709467,1629.821
3.6788242,51.11457
3.6867018,2163.0669
3.6945794,231.25168
3.7024569,163.50715
3.7103345,862.4741
3.7182121,222.2819
3.7260897,467.3034
3.7339672,1264.3109
3.7418448,833.87055
3.7497224,1561.2113
3.7575999,1357.2295
