Pair,Delta (microHz)
107.484680-101.263490,6.221190
107.541090-101.263490,6.277600
107.686140-101.263490,6.422650
107.750610-101.263490,6.487120
107.847310-101.263490,6.583820
107.887600-101.263490,6.624110
107.903720-101.263490,6.640230
107.919840-101.263490,6.656350
107.935950-101.263490,6.672460
107.952070-101.263490,6.688580
107.968190-101.263490,6.704700
108.016540-101.263490,6.753050
108.056830-101.263490,6.793340
108.459760-101.263490,7.196270
108.580640-101.263490,7.317150
108.612870-101.263490,7.349380
108.637050-101.263490,7.373560
109.475130-101.263490,8.211640
110.007000-101.263490,8.743510
111.135190-101.263490,9.871700
111.159370-101.263490,9.895880
111.183540-101.263490,9.920050
111.199660-101.263490,9.936170
111.223830-101.263490,9.960340
111.256070-101.263490,9.992580
111.272190-101.263490,10.008700
111.288300-101.263490,10.024810
111.320540-101.263490,10.057050
111.344710-101.263490,10.081220
111.376950-101.263490,10.113460
111.401120-101.263490,10.137630
111.417240-101.263490,10.153750
111.441410-101.263490,10.177920
111.457530-101.263490,10.194040
111.473650-101.263490,10.210160
111.522000-101.263490,10.258510
111.538120-101.263490,10.274630
111.554230-101.263490,10.290740
111.578410-101.263490,10.314920
111.667050-101.263490,10.403560
111.852400-101.263490,10.588910
112.029690-101.263490,10.766200
112.053860-101.263490,10.790370
112.263380-101.263490,10.999890
112.360090-101.263490,11.096600
112.376200-101.263490,11.112710
112.440670-101.263490,11.177180
112.489020-101.263490,11.225530
112.529320-101.263490,11.265830
112.561550-101.263490,11.298060
112.593780-101.263490,11.330290
112.626020-101.263490,11.362530
112.682430-101.263490,11.418940
112.698540-101.263490,11.435050
112.730780-101.263490,11.467290
112.883890-101.263490,11.620400
113.834800-101.263490,12.571310
114.213550-101.263490,12.950060
114.834060-101.263490,13.570570
116.179830-101.263490,14.916340
116.212060-101.263490,14.948570
116.856750-101.263490,15.593260
117.090440-101.263490,15.826950
117.138790-101.263490,15.875300
117.171030-101.263490,15.907540
117.187150-101.263490,15.923660
117.211320-101.263490,15.947830
117.227440-101.263490,15.963950
117.573960-101.263490,16.310470
117.598130-101.263490,16.334640
117.638420-101.263490,16.374930
117.735130-101.263490,16.471640
117.751240-101.263490,16.487750
117.767360-101.263490,16.503870
117.807650-101.263490,16.544160
117.823770-101.263490,16.560280
117.839890-101.263490,16.576400
117.856000-101.263490,16.592510
117.880180-101.263490,16.616690
117.904360-101.263490,16.640870
117.936590-101.263490,16.673100
117.968820-101.263490,16.705330
117.993000-101.263490,16.729510
118.017170-101.263490,16.753680
118.049410-101.263490,16.785920
118.073580-101.263490,16.810090
118.194460-101.263490,16.930970
118.234760-101.263490,16.971270
118.266990-101.263490,17.003500
118.468450-101.263490,17.204960
118.508750-101.263490,17.245260
118.540980-101.263490,17.277490
118.581270-101.263490,17.317780
118.613510-101.263490,17.350020
118.718270-101.263490,17.454780
118.806910-101.263490,17.543420
119.548300-101.263490,18.284810
120.628140-101.263490,19.364650
120.950480-101.263490,19.686990
121.047180-101.263490,19.783690
121.111650-101.263490,19.848160
121.127770-101.263490,19.864280
121.200290-101.263490,19.936800
121.216410-101.263490,19.952920
121.248650-101.263490,19.985160
121.288940-101.263490,20.025450
121.321170-101.263490,20.057680
121.353410-101.263490,20.089920
121.369520-101.263490,20.106030
121.385640-101.263490,20.122150
121.417870-101.263490,20.154380
121.442050-101.263490,20.178560
121.466230-101.263490,20.202740
121.482340-101.263490,20.218850
121.498460-101.263490,20.234970
121.530690-101.263490,20.267200
121.546810-101.263490,20.283320
121.619340-101.263490,20.355850
121.675750-101.263490,20.412260
121.748270-101.263490,20.484780
121.828860-101.263490,20.565370
121.925560-101.263490,20.662070
121.941680-101.263490,20.678190
122.264020-101.263490,21.000530
122.352660-101.263490,21.089170
122.409070-101.263490,21.145580
122.441310-101.263490,21.177820
122.465480-101.263490,21.201990
122.505780-101.263490,21.242290
122.538010-101.263490,21.274520
122.554130-101.263490,21.290640
122.570240-101.263490,21.306750
122.594420-101.263490,21.330930
122.610540-101.263490,21.347050
122.626650-101.263490,21.363160
122.642770-101.263490,21.379280
122.658890-101.263490,21.395400
122.691120-101.263490,21.427630
122.707240-101.263490,21.443750
122.723360-101.263490,21.459870
122.739470-101.263490,21.475980
122.787820-101.263490,21.524330
122.812000-101.263490,21.548510
122.844230-101.263490,21.580740
122.876470-101.263490,21.612980
122.908700-101.263490,21.645210
122.932880-101.263490,21.669390
123.021520-101.263490,21.758030
124.351180-101.263490,23.087690
124.810520-101.263490,23.547030
124.850810-101.263490,23.587320
125.302090-101.263490,24.038600
126.067650-101.263490,24.804160
126.333580-101.263490,25.070090
126.365810-101.263490,25.102320
126.381930-101.263490,25.118440
127.074960-101.263490,25.811470
127.252250-101.263490,25.988760
127.357010-101.263490,26.093520
127.389250-101.263490,26.125760
127.413420-101.263490,26.149930
127.429540-101.263490,26.166050
127.445660-101.263490,26.182170
127.485950-101.263490,26.222460
127.832460-101.263490,26.568970
127.848580-101.263490,26.585090
127.929170-101.263490,26.665680
127.945280-101.263490,26.681790
127.993640-101.263490,26.730150
128.041990-101.263490,26.778500
128.058100-101.263490,26.794610
128.090340-101.263490,26.826850
128.106450-101.263490,26.842960
128.130630-101.263490,26.867140
128.154810-101.263490,26.891320
128.404620-101.263490,27.141130
129.081540-101.263490,27.818050
129.105710-101.263490,27.842220
129.129890-101.263490,27.866400
131.120340-101.263490,29.856850
131.144520-101.263490,29.881030
131.305690-101.263490,30.042200
131.321810-101.263490,30.058320
131.337930-101.263490,30.074440
131.370160-101.263490,30.106670
131.394330-101.263490,30.130840
131.418510-101.263490,30.155020
131.450740-101.263490,30.187250
131.474920-101.263490,30.211430
131.499100-101.263490,30.235610
131.515210-101.263490,30.251720
131.587740-101.263490,30.324250
131.611920-101.263490,30.348430
132.095430-101.263490,30.831940
132.224360-101.263490,30.960870
132.361360-101.263490,31.097870
132.401650-101.263490,31.138160
132.417770-101.263490,31.154280
132.441940-101.263490,31.178450
132.458060-101.263490,31.194570
132.474180-101.263490,31.210690
132.490300-101.263490,31.226810
132.522530-101.263490,31.259040
132.538650-101.263490,31.275160
132.554760-101.263490,31.291270
132.595060-101.263490,31.331570
132.619230-101.263490,31.355740
132.651470-101.263490,31.387980
132.683700-101.263490,31.420210
132.740110-101.263490,31.476620
132.764290-101.263490,31.500800
132.780400-101.263490,31.516910
132.836810-101.263490,31.573320
132.852930-101.263490,31.589440
132.877100-101.263490,31.613610
132.909340-101.263490,31.645850
134.956210-101.263490,33.692720
136.954720-101.263490,35.691230
136.995010-101.263490,35.731520
137.752520-101.263490,36.489030
137.816980-101.263490,36.553490
137.833100-101.263490,36.569610
137.849220-101.263490,36.585730
137.865330-101.263490,36.601840
137.889510-101.263490,36.626020
137.905630-101.263490,36.642140
137.921740-101.263490,36.658250
137.953980-101.263490,36.690490
137.978150-101.263490,36.714660
138.018450-101.263490,36.754960
138.058740-101.263490,36.795250
138.784010-101.263490,37.520520
138.816240-101.263490,37.552750
141.016220-101.263490,39.752730
141.411090-101.263490,40.147600
141.523910-101.263490,40.260420
141.620610-101.263490,40.357120
141.652840-101.263490,40.389350
141.685080-101.263490,40.421590
141.717310-101.263490,40.453820
142.023540-101.263490,40.760050
142.619870-101.263490,41.356380
142.644040-101.263490,41.380550
142.756860-101.263490,41.493370
142.789100-101.263490,41.525610
142.805210-101.263490,41.541720
142.853560-101.263490,41.590070
142.885800-101.263490,41.622310
142.918030-101.263490,41.654540
142.974440-101.263490,41.710950
143.030850-101.263490,41.767360
143.256490-101.263490,41.993000
146.318730-101.263490,45.055240
147.551690-101.263490,46.288200
147.648390-101.263490,46.384900
147.680620-101.263490,46.417130
147.696740-101.263490,46.433250
147.712860-101.263490,46.449370
147.753150-101.263490,46.489660
147.793440-101.263490,46.529950
148.510650-101.263490,47.247160
148.526770-101.263490,47.263280
101.319900-101.295720,0.024180
101.344080-101.295720,0.048360
101.368250-101.295720,0.072530
101.384370-101.295720,0.088650
101.440780-101.295720,0.145060
101.456900-101.295720,0.161180
101.585830-101.295720,0.290110
101.811470-101.295720,0.515750
101.988760-101.295720,0.693040
102.399740-101.295720,1.104020
102.536740-101.295720,1.241020
102.568970-101.295720,1.273250
102.593150-101.295720,1.297430
102.633440-101.295720,1.337720
102.665670-101.295720,1.369950
102.689850-101.295720,1.394130
102.714030-101.295720,1.418310
102.730140-101.295720,1.434420
102.746260-101.295720,1.450540
102.762380-101.295720,1.466660
102.778490-101.295720,1.482770
104.970410-101.295720,3.674690
105.800440-101.295720,4.504720
105.816560-101.295720,4.520840
106.654650-101.295720,5.358930
107.234860-101.295720,5.939140
107.307390-101.295720,6.011670
107.323510-101.295720,6.027790
107.339620-101.295720,6.043900
107.355740-101.295720,6.060020
107.371860-101.295720,6.076140
107.396030-101.295720,6.100310
107.444380-101.295720,6.148660
107.484680-101.295720,6.188960
107.541090-101.295720,6.245370
107.686140-101.295720,6.390420
107.750610-101.295720,6.454890
107.847310-101.295720,6.551590
107.887600-101.295720,6.591880
107.903720-101.295720,6.608000
107.919840-101.295720,6.624120
107.935950-101.295720,6.640230
107.952070-101.295720,6.656350
107.968190-101.295720,6.672470
108.016540-101.295720,6.720820
108.056830-101.295720,6.761110
108.459760-101.295720,7.164040
108.580640-101.295720,7.284920
108.612870-101.295720,7.317150
108.637050-101.295720,7.341330
109.475130-101.295720,8.179410
110.007000-101.295720,8.711280
111.135190-101.295720,9.839470
111.159370-101.295720,9.863650
111.183540-101.295720,9.887820
111.199660-101.295720,9.903940
111.223830-101.295720,9.928110
111.256070-101.295720,9.960350
111.272190-101.295720,9.976470
111.288300-101.295720,9.992580
111.320540-101.295720,10.024820
111.344710-101.295720,10.048990
111.376950-101.295720,10.081230
111.401120-101.295720,10.105400
111.417240-101.295720,10.121520
111.441410-101.295720,10.145690
111.457530-101.295720,10.161810
111.473650-101.295720,10.177930
111.522000-101.295720,10.226280
111.538120-101.295720,10.242400
111.554230-101.295720,10.258510
111.578410-101.295720,10.282690
111.667050-101.295720,10.371330
111.852400-101.295720,10.556680
112.029690-101.295720,10.733970
112.053860-101.295720,10.758140
112.263380-101.295720,10.967660
112.360090-101.295720,11.064370
112.376200-101.295720,11.080480
112.440670-101.295720,11.144950
112.489020-101.295720,11.193300
112.529320-101.295720,11.233600
112.561550-101.295720,11.265830
112.593780-101.295720,11.298060
112.626020-101.295720,11.330300
112.682430-101.295720,11.386710
112.698540-101.295720,11.402820
112.730780-101.295720,11.435060
112.883890-101.295720,11.588170
113.834800-101.295720,12.539080
114.213550-101.295720,12.917830
114.834060-101.295720,13.538340
116.179830-101.295720,14.884110
116.212060-101.295720,14.916340
116.856750-101.295720,15.561030
117.090440-101.295720,15.794720
117.138790-101.295720,15.843070
117.171030-101.295720,15.875310
117.187150-101.295720,15.891430
117.211320-101.295720,15.915600
117.227440-101.295720,15.931720
117.573960-101.295720,16.278240
117.598130-101.295720,16.302410
117.638420-101.295720,16.342700
117.735130-101.295720,16.439410
117.751240-101.295720,16.455520
117.767360-101.295720,16.471640
117.807650-101.295720,16.511930
117.823770-101.295720,16.528050
117.839890-101.295720,16.544170
117.856000-101.295720,16.560280
117.880180-101.295720,16.584460
117.904360-101.295720,16.608640
117.936590-101.295720,16.640870
117.968820-101.295720,16.673100
117.993000-101.295720,16.697280
118.017170-101.295720,16.721450
118.049410-101.295720,16.753690
118.073580-101.295720,16.777860
118.194460-101.295720,16.898740
118.234760-101.295720,16.939040
118.266990-101.295720,16.971270
118.468450-101.295720,17.172730
118.508750-101.295720,17.213030
118.540980-101.295720,17.245260
118.581270-101.295720,17.285550
118.613510-101.295720,17.317790
118.718270-101.295720,17.422550
118.806910-101.295720,17.511190
119.548300-101.295720,18.252580
120.628140-101.295720,19.332420
120.950480-101.295720,19.654760
121.047180-101.295720,19.751460
121.111650-101.295720,19.815930
121.127770-101.295720,19.832050
121.200290-101.295720,19.904570
121.216410-101.295720,19.920690
121.248650-101.295720,19.952930
121.288940-101.295720,19.993220
121.321170-101.295720,20.025450
121.353410-101.295720,20.057690
121.369520-101.295720,20.073800
121.385640-101.295720,20.089920
121.417870-101.295720,20.122150
121.442050-101.295720,20.146330
121.466230-101.295720,20.170510
121.482340-101.295720,20.186620
121.498460-101.295720,20.202740
121.530690-101.295720,20.234970
121.546810-101.295720,20.251090
121.619340-101.295720,20.323620
121.675750-101.295720,20.380030
121.748270-101.295720,20.452550
121.828860-101.295720,20.533140
121.925560-101.295720,20.629840
121.941680-101.295720,20.645960
122.264020-101.295720,20.968300
122.352660-101.295720,21.056940
122.409070-101.295720,21.113350
122.441310-101.295720,21.145590
122.465480-101.295720,21.169760
122.505780-101.295720,21.210060
122.538010-101.295720,21.242290
122.554130-101.295720,21.258410
122.570240-101.295720,21.274520
122.594420-101.295720,21.298700
122.610540-101.295720,21.314820
122.626650-101.295720,21.330930
122.642770-101.295720,21.347050
122.658890-101.295720,21.363170
122.691120-101.295720,21.395400
122.707240-101.295720,21.411520
122.723360-101.295720,21.427640
122.739470-101.295720,21.443750
122.787820-101.295720,21.492100
122.812000-101.295720,21.516280
122.844230-101.295720,21.548510
122.876470-101.295720,21.580750
122.908700-101.295720,21.612980
122.932880-101.295720,21.637160
123.021520-101.295720,21.725800
124.351180-101.295720,23.055460
124.810520-101.295720,23.514800
124.850810-101.295720,23.555090
125.302090-101.295720,24.006370
126.067650-101.295720,24.771930
126.333580-101.295720,25.037860
126.365810-101.295720,25.070090
126.381930-101.295720,25.086210
127.074960-101.295720,25.779240
127.252250-101.295720,25.956530
127.357010-101.295720,26.061290
127.389250-101.295720,26.093530
127.413420-101.295720,26.117700
127.429540-101.295720,26.133820
127.445660-101.295720,26.149940
127.485950-101.295720,26.190230
127.832460-101.295720,26.536740
127.848580-101.295720,26.552860
127.929170-101.295720,26.633450
127.945280-101.295720,26.649560
127.993640-101.295720,26.697920
128.041990-101.295720,26.746270
128.058100-101.295720,26.762380
128.090340-101.295720,26.794620
128.106450-101.295720,26.810730
128.130630-101.295720,26.834910
128.154810-101.295720,26.859090
128.404620-101.295720,27.108900
129.081540-101.295720,27.785820
129.105710-101.295720,27.809990
129.129890-101.295720,27.834170
131.120340-101.295720,29.824620
131.144520-101.295720,29.848800
131.305690-101.295720,30.009970
131.321810-101.295720,30.026090
131.337930-101.295720,30.042210
131.370160-101.295720,30.074440
131.394330-101.295720,30.098610
131.418510-101.295720,30.122790
131.450740-101.295720,30.155020
131.474920-101.295720,30.179200
131.499100-101.295720,30.203380
131.515210-101.295720,30.219490
131.587740-101.295720,30.292020
